index,sentences
0,"Tropical Storm Cristobal was a strong tropical storm that paralleled the East Coast of the United States, traveling from Florida to Nova Scotia."
1,"The third named storm of the 2008 Atlantic hurricane season, Cristobal formed on July 19 from a trough of low pressure off the Southeast U.S. Coast."
2,"In a marginally favorable environment, it attained minimal tropical storm status later that day."
3,"The storm remained offshore, and peaked as a strong tropical storm on July 21 while it passed east of Cape Hatteras."
4,It accelerated northeast parallel to the East Coast and became extratropical on July 23 near Nova Scotia.
5,"Because it was a weak storm and never made landfall, Cristobal's effects were mostly limited to moderate rainfall."
6,"The storm dropped 3.43 in(87 mm) of rain in Wilmington, North Carolina, where minor flooding was reported."
7,"Additionally, the extratropical remnants contributed to rainfall on Nova Scotia which caused some street and basement flooding."
8,"-Meteorological history-
On July 14, 2008, a weakening surface trough extended across northern Florida, producing thunderstorms across the state."
9,"A weak low pressure area developed on July 15 near Tallahassee, which moved southeastward into the Gulf of Mexico."
10,"Late on July 16 it crossed onshore near Tampa, and development was not anticipated due to land interaction."
11,"Late on July 17, however, convection increased in association with the low, and the system quickly became better organized."
12,"Late on July 18, the National Hurricane Center(NHC) remarked that a tropical depression was developing, with its convection becoming more concentrated around a circulation; at 11 p.m. EST on July 18(0300 UTC July 19), it was classified as Tropical Depression Three, about 65 miles(105 km) southeast of Charleston, South Carolina."
13,"Located between a ridge to its southeast and northwest, the depression moved slowly northeastward, and with a marginally favorable upper-level environment, it attained minimal tropical storm status during the early afternoon of July 19."
14,"Initially fairly disorganized with little deep convection, dry air in the mid- to-upper-levels of the atmosphere prevented immediate intensification."
15,"However, late on July 20 thunderstorm activity increased."
16,"Cristobal remained a fairly weak tropical storm as it tracked adjacent to the Carolina coast, and the storm never made landfall."
17,"It reached peak intensity as a strong tropical storm on July 21 while it passed east of Cape Hatteras, and remained such over the warm Gulf Stream waters as convection became strong over the southern portion of the circulation."
18,"Beginning to enter cooler waters, the cyclone accelerated east-northeastward on July 21 and July 22."
19,"On the afternoon of July 22, Cristobal began to weaken south of Nova Scotia."
20,"In the evening hours, satellite imagery indicated that the mid-level center became separated from the low-level center."
21,"The storm's cloud pattern became disorganized, and by July 23 it had completed an extratropical transition."
22,The National Hurricane Center issued its last advisory on the system at 5:00 am EDT(0900 UTC) on July 23.
23,"-Preparations-
In anticipation of Tropical Storm Cristobal, a tropical storm warning was issued for coastal areas from the South Santee River in South Carolina to the North Carolina–Virginia Border."
24,The advisory was discontinued on July 20 as Cristobal pulled away from land.
25,Flood advisories were declared for parts of North Carolina.
26,National Weather Service forecasters advised against swimming due to high seas and potential rip currents.
27,Environment Canada issued rain warnings throughout portions of Nova Scotia.
28,"-Impact-
Prior to forming, the precursor low dropped light to moderate rainfall across the state of Florida."
29,"In Lake Wales, 6 inches(150 mm) of precipitation was reported, most of which fell within the period of two hours."
30,"The sudden, heavy rainfall clogged storm drains, causing some street flooding."
31,"Up to 40 cars were pulled from flooded streets, some being submerged with 2 ft(0.6 m) of water."
32,"Damages from the flooding was estimated at $10,000."
33,"In Georgia, the storm produced 3.48 inches(88 mm) of rain, while in South Carolina, 2.60 inches(66 mm) was recorded."
34,"On July 20, Cristobal skirted eastern North Carolina, resulting in minimal damage."
35,"Along the coast, water levels rose 1 foot(0.30 m) above normal; rough surf was also reported."
36,"Rainfall averaged 0.5 to 1.5 inches(13 to 38 mm), though the NEXRAD weather radar estimates indicated that isolated amounts exceeded 4 inches(100 mm)."
37,"The storm dropped 3.43 in(87 mm) in Wilmington, North Carolina, where minor flooding occurred."
38,"Because the bulk of the storm remained over open waters, winds along the coast ran about 25 mph(40 km/h)."
39,"While the center of Cristobal was more than a day away from the Canadian Maritimes, moisture extended ahead of the cyclone and became enhanced by a stalled frontal system."
40,"As a result, heavy rainfall fell along the Atlantic coast of Nova Scotia."
41,"At Baccaro Point, 224 mm(8.8 in) of rain was reported, while 145 mm(5.8 in) fell at Sambro, near Halifax."
42,The rain flooded basements and streets in the Cape Sable area.
43,A sailor from Connecticut was rescued 250 km(160 mi) to the southeast of Halifax when his ship capsized in stormy seas.
44,"The highest winds remained offshore, though a buoy recorded gusts to 58 miles per hour(93 km/h)."
