,sentences
0,The 2006–2007 Southeast Asian floods were a series of floods that mostly affected Malaysia from 18 December 2006 to 13 January 2007.
1,"The floods were caused by above average rainfall, which was attributed to Typhoon Utor(2006) which had hit the Philippines and Vietnam a few days earlier."
2,"By the third week of January 2007, Johor had been affected by a larger flood."
3,Singapore and certain parts of Indonesia were flooded due to the same typhoon.
4,"Throughout the week starting 18 December 2006, a series of floods hit Johor, Malacca, Pahang and Negeri Sembilan."
5,"During this period, these southern Malaysian states, along with Singapore, experienced abnormally high rainfall which resulted in massive floods."
6,The rainfall recorded in the city of Johor Bahru on 19 December amounted to 289mm compared to the average annual rainfall of the city which is 2400mm.
7,"In Singapore, the 24-hour rainfall recorded on 20 December was 366 mm, the third highest recorded rainfall in 75 years."
8,The flooding began when torrential downpours since Sunday caused rivers and dams to overflow.
9,Weather officials described the flooding as the worst in the area in a century.
10,At least six people died.
11,"Later that week, beginning 22 December, North Sumatra experienced abnormally high rainfall which also caused flooding."
12,"-Causes-
Typhoon Utor was blamed for heavy rains of up to 350 mm within 24 hours in southern Peninsular Malaysia, specifically Johor, Negeri Sembilan, Malacca and Pahang, causing massive floods within the southern region on 18 December 2006, which were considered as the worst in the history of the southern region of Malaysia."
13,"However, there were also reports a few days earlier that adverse weather was not to be blamed on the typhoon."
14,"The worst-affected areas were Segamat and Kota Tinggi, where both towns were totally inaccessible via land transport routes after all main roads leading to those towns were flooded."
15,"As of 4 January 2007, the floods had claimed 15 lives."
16,"Heavy rains were expected in Penang, Perak, Kelantan and other states in the northern region during this period."
17,"-Areas affected-
--Indonesia--
The floods affected areas such as Aceh and North Sumatra, leaving many homeless."
18,The floods lasted for a week starting on December 22.
19,"An estimated 400,000 people were displaced at the peak of the flooding with at least 118 people dead and 155 people missing as of 29 December 2006."
20,"--Malaysia--
---Johor---
Several districts in Johor including Batu Pahat, Johor Bahru, Kluang, Kota Tinggi, Mersing, Muar, Pontian and Segamat were flooded."
21,"Between 60,000 and 70,000 people had been evacuated in the state while food shortage at relief centres had been reported."
22,Flooded roads disrupted the delivery of aid to flood centres.
23,Most of the flood victims had been living without clean water or electricity for days.
24,"According to health authorities, reports of water-borne diseases were on the rise."
25,"In some areas, looting was reported after floodwaters receded."
26,"The second bout of flooding, which was larger than the first one, had almost paralysed Johor after all 8 districts were submerged by the flood."
27,The areas worst affected by the second flood were Batu Pahat and Kluang.
28,"Both waves of the flood disaster were considered as the costliest flood in Malaysian history, with the total cost of damage caused by the floods standing at RM 1.5 billion."
29,"In the early morning of 12 January 2007, floodwaters were slowly rising at Jalan Jaffar in Kota Tinggi, while the residents were all shifting their goods in preparation for the second flood."
30,"In the morning of 13 January 2007 around 4:00 a.m., the Sungai Semberong bridge at Batu 5, Jalan Kluang-Mersing (Federal route 50) collapsed after being washed by strong currents."
31,"--Malacca--
In Malacca, 3,193 people from 691 families from Melaka Tengah, Alor Gajah and Jasin left their homes due to rising waters."
32,"A total of 35 relief centres were opened, with the floods regarded the worst for the three districts in 15 years."
33,"---Pahang---
In Pahang, more than 2,000 people were evacuated in several areas in Rompin, especially in Bandar Tun Abdul Razak."
34,"After more than 10 hours of continuous rain, people in Kampung Rekoh in Bandar Tun Abdul Razak were evacuated to nearby community halls."
35,"Other affected areas were Kampung Kurnia, Yayasan Estate and Yayasan Estate II."
36,"More than 6,000 residents, including settlers in nine Felda Selancar schemes, were also stranded because of two badly damaged bridges in the area."
37,"---Negeri Sembilan---
In Negeri Sembilan, the various government departments in charge of flood relief in the state were fully prepared and on standby, said Menteri Besar Datuk Seri Mohamad Hasan."
38,Flooded areas include Gemas and Gemencheh and a total of 80 people have been evacuated so far.
39,"--Singapore--
Continuous heavy rain since Monday, 18 December drenched Singapore, resulting in the third highest rainfall of 366mm recorded on Tuesday."
40,"The heaviest rain Singapore recorded was 512.4mm on 2 December 1978, followed by 469mm in December 1969."
41,"Severe floods affected areas such as Thomson, Mandai and Olive Road, severely affecting the business in Goodwood Florist as it is a low lying area."
42,"By 11pm, floodwaters have subsided in all flooded areas of Singapore except Olive Road."
43,"-Reactions-
--Prime Minister's response--
Malaysian Prime Minister, Abdullah Ahmad Badawi expressed his sadness over the disaster."
44,"When the flooding started, he just finished a 3-day visit to Venezuela and had just left for a vacation."
45,He was back in Malaysia by 23 December 2006.
46,"--Disaster Relief--
Several government agencies and NGOs provided assistance and aid to the victims during and after the floods."
47,The Malaysian Red Crescent Society distributed hygiene kits to victims.
48,The organisation also deployed several boats to the affected areas.
49,MERCY Malaysia deployed 78 volunteers and also appealed for public donations to assist the victims.
50,"The Tzu Chi Foundation mobilised over 4,200 volunteers from both Malaysia and Singapore and have helped over 46,000 flood victims in 4 states."
51,"--International response--
Aid was given to Malaysia by various international non-governmental organisations and countries such as United Sikhs, Red Crescent, United States of America, and Taiwan."
52,The Singapore Red Cross Society sent volunteers to assist in the state of Johor.
53,"The society also sent aid worth RM22,600."
54,"The United States government, through the U.S. Agency for International Development(USAID) provided $50,000 through the U.S. Embassy to the Malaysian Red Crescent to support emergency relief efforts."
55,"The IFRC allocate CHF 50,000(US$41,425) from the Federation's Disaster Relief Emergency Fund(DREF) on 25 December 2006 to support the Malaysian Red Crescent's initial relief efforts."
