,sentences
0,"Hurricane Ike() was a powerful tropical cyclone that swept through portions of the Greater Antilles and Northern America in September 2008, wreaking havoc on infrastructure and agriculture, particularly in Cuba and Texas."
1,Ike took a similar track to the 1900 Galveston hurricane.
2,"The ninth tropical storm, fifth hurricane, and third major hurricane of the 2008 Atlantic hurricane season, Ike developed from a tropical wave west of Cape Verde on September 1 and strengthened to a peak intensity as a Category 4 hurricane over the open waters of the central Atlantic on September 4 as it tracked westward."
3,Several fluctuations in strength occurred before Ike made landfall on eastern Cuba on September 8.
4,"The hurricane weakened prior to continuing into the Gulf of Mexico, but increased its intensity by the time of its final landfall in Galveston, Texas, on September 13 before becoming an extratropical storm on September 14."
5,"The remnants of Ike continued to track across the United States and into Canada, causing considerable damage inland, before dissipating on the next day."
6,Ike was blamed for at least 195 deaths.
7,"Of these deaths, 74 were in Haiti, which was already trying to recover from the impact of three storms(Fay, Gustav, and Hanna) that had made landfall the same year."
8,Seven people were killed in Cuba.
9,"In the United States, 113 people were reported killed, directly or indirectly, and 16 were still missing as of August 2011."
10,"Due to its immense size, Ike caused devastation from the Louisiana coastline all the way to the Kenedy County region near Corpus Christi, Texas."
11,"In addition, Ike caused flooding and significant damage along the Mississippi coastline and the Florida Panhandle."
12,"Damages from Ike in U.S. coastal and inland areas are estimated at $30 billion(2008 USD), with additional damage of $7.3 billion in Cuba, $200 million in the Bahamas, and $500 million in the Turks and Caicos, amounting to a total of at least $38 billion in damage."
13,"At the time, the hurricane was the second-costliest in United States history."
14,The search-and-rescue operation after Ike was the largest search-and-rescue operation in Texas history.
15,"-Meteorological history-
The origins of Hurricane Ike can be traced back to a well-defined tropical wave, first identified by the National Hurricane Center(NHC) just within the western coast of Africa on August 28."
16,"Despite the development of a low-pressure area associated with the wave and signs of organization within favorable conditions near the Cape Verde Islands, the system was only able to generate intermittent thunderstorm activity."
17,The broad low-pressure continued to track westward and was considered to have become sufficiently organized to be classified as a tropical depression at 06:00 UTC on September 1.
18,"By this time the cyclone had tracked 780 miles(1,260 kilometers) west of Cape Verde."
19,"Although post-analysis indicated that the depression reached tropical storm strength at 12:00 UTC that day, operationally the NHC began issuing advisories on Ike three hours later, by which time the system had already gained numerous curved rainbands and well-established outflow."
20,"Over the next few hours, Ike developed additional rainbands, but failed to develop a centralized area of convection due to the presence of dry air to the storm's south and its location in an area with only marginally favorable sea surface temperatures."
21,These factors were also responsible for Ike's slow developmental trend that began after formation.
22,"Ike's gradual strengthening began to quicken early on September 3, with the strengthening of an intense rainband around the center of the storm."
23,"At roughly 15:00 UTC that day, microwave imaging indicated that a primordial eye was developing within the intensifying tropical storm."
24,"Tracking northwestward, the NHC upgraded Ike to hurricane status at 18:00 UTC based on objective satellite intensity estimates and the appearance of the eye on visible satellite imagery."
25,"During this time, Ike was centered 690 mi(1,110 km) east-northeast of the Leeward Islands and was tracking west-northwestward as a result of a weakened subtropical ridge to its northeast."
26,"Ike's placement in an area with virtually no wind shear allowed for the hurricane to undergo explosive intensification despite unfavorable upper-level winds to its north, reaching major hurricane strength six hours after its designation as a hurricane."
27,"At 06:00 UTC on September 4, Ike peaked with maximum sustained winds of 145 miles per hour(233 kilometers per hour) and a minimum barometric pressure of 935 millibars(27.6 inches of mercury), making the storm a Category 4 on the Saffir–Simpson hurricane wind scale."
28,"After peaking in strength, a ridge of high pressure to the storm's west strengthened, causing Ike to track towards the southwest—a path unusual for the time of year."
29,"However, this track also brought the storm into an area of strong wind shear, causing the storm to become asymmetric in structure late on September 4 and weaken, briefly dropping below major hurricane status on September 6 while 150 miles(240 km) east of Grand Turk Island."
30,"Although wind shear abated and allowed for reintensification, Ike would fluctuate in strength over the next few days."
31,"After passing near the Turks and Caicos Islands, Ike made its first landfall on Inagua in the Bahamas at 13:00 UTC on September 7 with winds of 125 mph(201 km/h)."
32,"After passing over Inagua, the development of a double eyewall—a feature that usually denotes the beginning of an eyewall replacement cycle—slightly weakened Ike late on September 7."
33,"However, the hurricane was able to reintensify and reach Category 4 intensity for a final time before making landfall near Cabo Lucrecia on the coast of Holguín Province in Cuba by 00:00 UTC the next day."
34,"Although Ike remained well-defined for most of its crossing of eastern Cuba, the hurricane's core had become disrupted by the time it had reached the Caribbean Sea after spending a few hours over land."
35,"Over the next day, Ike tracked westward, paralleling the southern coast of Cuba without much intensification; at times the center of the hurricane was within 12 mi(19 km) of the island."
36,"At around 14:00 UTC on September 9, Ike made a second Cuban landfall, this time on Punta La Capitana in Pinar del Rio, with winds of 80 mph(130 km/h)."
37,"Roughly six hours later, the hurricane emerged into the Gulf of Mexico as a slightly weakened system."
38,"Despite tracking back over water, Ike's prolonged interaction with Cuba had greatly disrupted the system's core, and instead of quickly strengthening and coalescing, the storm's wind field instead grew and only gradual intensification ensued."
39,"Due to the storm's comparatively small inner core and intensity of the outer rainbands, an eyewall replacement cycle took place, preventing Ike from rapidly intensifying."
40,"At around the same time, a high-pressure area strengthened to the hurricane's north, steering the cyclone further west than initially anticipated."
41,"Moving over the warm waters of the Loop Current, Ike reached a secondary minimum in barometric pressure on 00:00 UTC with an estimate of 944 mbar(27.9 inHg); though winds would continue to strengthen afterward, the storm's pressure would rise."
