index,sentences
0,"Severe Tropical Cyclone Monica was the most intense tropical cyclone, in terms of maximum sustained winds, on record to impact Australia."
1,"The 17th and final storm of the 2005–06 Australian region cyclone season, Monica originated from an area of low pressure off the coast of Papua New Guinea on 16 April 2006."
2,"The storm quickly developed into a Category 1 cyclone the next day, at which time it was given the name Monica."
3,"Travelling towards the west, the storm intensified into a severe tropical cyclone before making landfall in Far North Queensland, near Lockhart River, on 19 April 2006."
4,"After moving over land, convection associated with the storm quickly became disorganised."
5,"On 20 April 2006, Monica emerged into the Gulf of Carpentaria and began to re-intensify."
6,"Over the following few days, deep convection formed around a 37 km(23 mi) wide eye."
7,"Early on 22 April 2006, the Bureau of Meteorology(BoM) assessed Monica to have attained Category 5 status, on the Australian cyclone intensity scale."
8,"The Joint Typhoon Warning Center(JTWC) also upgraded Monica to a Category 5-equivalent cyclone, on the Saffir–Simpson Hurricane Scale."
9,The storm attained its peak intensity the following day with winds of 250 km/h(160 mph) 10-minute winds) and a barometric pressure of 916 hPa(mbar; 27.05 inHg).
10,"On 24 April 2006, Monica made landfall about 35 km(22 mi) west of Maningrida, at the same intensity."
11,Rapid weakening took place as the storm moved over land.
12,"Less than 24 hours after landfall, the storm had weakened to a tropical low."
13,The remnants of the former-Category 5 cyclone persisted until 28 April 2006 over northern Australia.
14,"In contrast to the extreme intensity of the cyclone, relatively little structural damage resulted from it."
15,No injuries were reported to have occurred during the storm's existence and losses were estimated to be A$6.6 million(US$5.1 million).
16,"However, severe environmental damage took place."
17,"In the Northern Territory, an area about 7,000 km2(2,700 sq mi) was defoliated by Monica's high wind gusts."
18,"In response to the large loss of forested area, it was stated that it would take several hundred years for the area to reflourish because of the large area it devastated."
19,"-Meteorological history-
Severe Tropical Cyclone Monica originated from an area of low pressure that formed early on 16 April 2006 off the coast of Papua New Guinea."
20,"The low quickly became organised, with deep convection developing over the low-pressure centre."
21,"Later that day, the Joint Typhoon Warning Center(JTWC) issued a Tropical Cyclone Formation Alert as the system became increasingly organised."
22,"Early the next day, the Bureau of Meteorology in Brisbane, Australia declared that the low had developed into a Category 1 cyclone on the Australian tropical cyclone scale, with winds reaching 65 km/h(40 mph) 10-minute sustained)."
23,"Upon being classified as a cyclone, the storm was given the name Monica."
24,"At the same time, the JTWC designated Monica as Tropical Cyclone 23P. Monica tracked generally westward, towards Far North Queensland, in response to a low to mid-level ridge to the south."
25,Low wind shear and good divergence in the path of the storm allowed for continued intensification as continued westward.
26,"Late on 17 April, Monica intensified into a category 2 cyclone, with winds reaching 95 km/h(59 mph) 10-minute sustained)."
27,"By 1200 UTC on 18 April, the Bureau of Meteorology upgraded Monica to a severe tropical cyclone, a Category 3 on the Australian scale."
28,This followed an increase in the storm's outflow and a fluctuating central dense overcast.
29,"Several hours later, the JTWC upgraded Monica to the equivalent of a Category 1 hurricane on the Saffir–Simpson Hurricane Scale."
