,sentences
0,"Hurricane Ginny was the strongest recorded tropical cyclone to make landfall in Canada at the time, until the record would be surpassed by Hurricane Fiona in 2022, as well as the latest hurricane on a calendar year to affect the U.S. state of Maine."
1,"The eighth tropical storm, as well as the seventh and final hurricane of the 1963 Atlantic hurricane season, Ginny developed on October 16 over the Bahamas, although it was not initially a fully tropical cyclone."
2,"As it moved to the North and later northwest, Ginny intensified to hurricane status as it became more tropical."
3,"For eight days, it was located within 250 mi(400 km) of the United States coastline."
4,"After approaching North Carolina, Ginny looped to the southwest and approached within 50 mi(80 km) of the Florida coastline."
5,"It turned to the North, to the East, and later to the northeast, strengthening late in its duration to peak winds of 110 mph(175 km/h)."
6,Ginny became an extratropical cyclone shortly after striking Nova Scotia at its peak intensity on October 29.
7,"Although it remained close to the United States coastline, its impact was minor."
8,"Beach erosion and light rainfall was reported along much of the coastline, although the precipitation was beneficial in ending droughts in South Carolina and New England."
9,High waves destroyed one house in North Carolina.
10,"Damage was heaviest in New England, where several buildings were damaged and thousands were left without power."
11,"The passage of Ginny resulted in a snow storm across eastern New England, particularly in northern Maine, where it killed two people."
12,"In Atlantic Canada, the extratropical storm produced high wind and waves, causing damage to boats and resulting in power outages."
13,"-Meteorological history-
The origins of Hurricane Ginny were from a trough that extended from the Bahamas to Bermuda in the middle of October."
14,"On October 16, a depression formed near the Turks and Caicos islands after a tropical wave interacted with the trough, although initially it was not tropical in nature due to the widespread presence of cold air."
15,"The system initially moved generally northward, attaining gale–force winds on October 19 as it turned to the northwest."
16,"For several days, Ginny maintained a hybrid-type structure, and although it attained winds of 75 mph(121 km/h) on October 20, it was not a true hurricane."
17,"It closely approached the North Carolina coastline, passing 135 mi(220 km) southeast of Cape Lookout before turning abruptly to the northeast."
18,It executed a small loop and began a steady motion to the southeast while located over the Gulf Stream.
19,This motion was due to a large ridge located over New England.
20,"On October 21, the hurricane became better organized and began transitioning into a tropical cyclone."
21,"By early on October 22, Hurricane Hunters indicated that Ginny completed the transition into a fully tropical cyclone, observing an eye 20 mi(32 km) in diameter."
22,"On October 23, Ginny briefly weakened to tropical storm status as it was moving toward Florida, although within 10 hours it regained hurricane intensity."
23,"Its motion to the southwest was unusual but not unique, and resembled the tracks of the 1935 Yankee hurricane and Hurricane Able in 1951."
24,"On October 24, it turned sharply northeastward off the northeast Florida coast, coming within 50 mi(80 km) of Daytona Beach."
25,"The hurricane continued paralleling the coast of the Southeastern United States, turning northeast away from Georgia and South Carolina."
26,"On October 26, Ginny turned to the east away from the United States, having been located within 250 mi(400 km) of the country's coast for eight consecutive days."
27,"The next day, the hurricane began a motion to the northeast, accelerating in advance of an approaching trough."
28,"It gradually intensified, reaching peak winds of 110 mph(175 km/h) on October 29."
29,"Later that day, Ginny made landfall near Yarmouth, Nova Scotia while only weakening slightly with sustained winds of 105 mph(165 km/h), making it the strongest tropical cyclone known to have made landfall in Canada."
30,"Ginny became extratropical shortly thereafter, and its remnants dissipated on October 30 in the Gulf of Saint Lawrence."
31,"-Impact-
Early in its duration, the precursor to Ginny dropped high amounts of rainfall."
32,"Monción in the Dominican Republic reported 6.83 in(173 mm), and Green Turtle Cay in the Bahamas reported 4.20 in(107 mm)."
33,"Despite Ginny's proximity to the United States for over a week, a hurricane warning was only issued from Charleston, South Carolina, and Cape Fear, North Carolina, as well as Cape Hatteras."
34,This represented about one-sixth of the entire coastline that was threatened by the storm.
35,"In Jacksonville, Florida, Ginny produced winds of 40 mph(64 km/h)."
36,Rainfall in the state peaked at 1.32 in(34 mm) at Saint Augustine.
37,"Tides in Daytona Beach were 3 ft(0.91 m) above normal, which caused beach erosion and minor property damage."
38,"Further north, minor damage and beach erosion was likewise reported in Georgia."
39,"Along the South Carolina coast, Ginny dropped beneficial rainfall, which alleviated the state's worst drought conditions on record."
40,The rainfall peaked at 5.06 in(129 mm) in Isle of Pines.
41,The hurricane approached North Carolina twice.
42,"During the second time, residents in low-lying areas and along the coast evacuated."
43,"As it passed the area, Ginny produced sustained winds that were estimated at 70 mph(110 km/h) on Cape Fear, with gusts to 100 mph(160 km/h)."
44,"These were the highest winds related to the hurricane, although they may have been overestimated."
45,"In addition, the heaviest rainfall related to the storm occurred near Southport, where 6.71 in(170 mm) of precipitation fell."
46,"Tides along the coast were 4 ft(1.2 m) above normal, which caused minor flooding and destroyed one house in Carolina Beach."
47,"In Virginia, the hurricane caused minor flooding and minimal beach erosion."
48,"During Ginny's first approach through the region, it produced gale-force winds along the Virginia coast, although it did not do so during its second approach."
49,"Later, a gale warning was issued for New England due to Ginny's threat, as well as a hurricane watch for Long Island and southern New England."
50,"Across the region, the strongest winds on land were 65 mph(105 km/h) along Nantucket, where a gust of 76 mph(122 km/h) was also reported."
51,"However, a boat offshore Portland, Maine reported 40 ft(12 m) seas and winds of at least 105 mph(169 km/h)."
