index,sentences
0,"Typhoon Neoguri(pronounced [nʌ.ɡu.ɾi]), known in the Philippines as Super Typhoon Florita, was a large and powerful tropical cyclone which struck Japan in early July 2014."
1,"The eighth named storm and the second typhoon of the annual typhoon season, Neoguri developed into a tropical storm on July 3 and then a typhoon on July 4."
2,"It rapidly deepened on July 5, reaching peak intensity late on July 6."
3,Neoguri began to decay on July 7 and passed through Okinawa on July 8 and then making landfall over Kyushu as a severe tropical storm late on July 9.
4,"After Neoguri passed through the southern coast of Honshū on July 10, it became extratropical on July 11."
5,"-Meteorological history-
Late on June 30, a tropical disturbance formed about 120 nmi(220 km; 140 mi) east of Chuuk as a broad area of trough with flaring convection, and the Japan Meteorological Agency(JMA) reported that a low-pressure area formed at the same area late on the next day."
6,"Late on July 2, JMA upgraded the system to a tropical depression, as well as the Joint Typhoon Warning Center(JTWC) issued a Tropical Cyclone Formation Alert at the same time, because of formative convective banding features under favourable environmental conditions with low vertical wind shear and good outflow."
7,"Early on July 3, JMA began to issue tropical cyclone advisories for the system."
8,"Moreover, JTWC upgraded it to a tropical depression with flaring and chaotic deep convection."
9,"Late on the same day, JTWC upgraded the system to a tropical storm and designated it as 08W for an increase in organisation of the low-level circulation centre."
10,"The JMA upgraded the system to a tropical storm and named it Neoguri early on July 4, when a microwave imagery revealed that an eyewall was developing."
11,"At 09:00 UTC, the JMA upgraded Neoguri to a severe tropical storm, and then to a typhoon only three hours later, when the system continued tracking northwestwards along the southern periphery of a deep subtropical ridge."
12,"Late on the same day, JTWC upgraded Neoguri to a typhoon, when the system had further consolidated with an almost continuous eyewall."
13,"On July 5, Neoguri rapidly deepened and consolidated as curved banding wrapped tighter into a ragged 25 nmi(45 km; 30 mi) eye, owing to the robust all-around outflow."
14,"At noon, the Philippine Atmospheric, Geophysical and Astronomical Services Administration(PAGASA) gave it the local name Florita for entering the Philippine Area of Responsibility."
15,"On July 6, the eye of Neoguri became highly symmetric and attained a large size with a diameter of 35 nmi(65 km; 40 mi), when the system was still tracking west-northwestwards along the southern periphery of a deep-layered subtropical ridge to the north."
16,"A microwave imagery revealed a small intense convective core and improved convective bands over the southern semi-circle, as well as the radial outflow supported the ongoing intensification."
17,"Late on the same day, JTWC upgraded Neoguri to a super typhoon for its contracted eyewall, although the secondary outer eyewall had begun to form."
18,"Simultaneously, JMA analysed that Neoguri had reached peak intensity, with ten-minute maximum sustained winds at 95 knots(175 km/h; 110 mph) and atmospheric pressure at 930 hPa(27 inHg)."
19,"Early on July 7, Neoguri began to track north-northwestwards along the southwest extension of a deep-layered subtropical ridge, when the JTWC reported that Neoguri had reached peak intensity as a Category 4 super typhoon with one-minute maximum sustained winds at 135 knots(250 km/h; 155 mph)."
20,"However, this was increased to 140 knots(260 km/h; 160 mph) in the best track, an upgrade to Category 5 super typhoon status."
21,"Under the influence of a very favourable environment, the system had an expansive areal coverage as tightly curved deep convective bands, mostly feeding from the southern flank, wrapped even tighter into the expanding and nearly annular eye."
22,"However, the deep convection of the northwestern flank was almost eroded at noon, yet the round 40 nmi(75 km; 45 mi) eye maintained very well, prompting JTWC downgrading Neoguri to a typhoon late on the same day."
