,sentences
0,"The 1995–96 South-West Indian Ocean cyclone season was a moderately active season that included Cyclone Bonita, which was the first known tropical cyclone to cross from the southern Indian Ocean into the southern Atlantic Ocean."
1,Tropical activity lasted for about six months from the middle of November 1995 to early May 1996.
2,"The first storm, Intense Tropical Cyclone Agnielle, formed in the adjacent Australian basin on November 16 and later reached peak winds in the south-west Indian Ocean."
3,"The next named storm after Agnielle was Bonita, which formed in early January and killed 42 people."
4,"The basin was most active in February, with two tropical cyclones, or the equivalent of a minimal hurricane, as well as a severe tropical storm."
5,"The first of these three was Doloresse, which killed 67 people due to a shipwreck in the Comoros."
6,"The next storm was Cyclone Edwige, which caused heavy crop damage on Mauritius before looping along the east coast of Madagascar."
7,"In March, both Cyclone Flossy and Tropical Storm Guylianne passed near the Mascarene Islands, producing heavy rainfall and gusty winds."
8,"Tropical activity continued through April and May, with two tropical cyclones in the former month."
9,"In early April, Tropical Cyclone Hansella moved over the island of Rodrigues, dropping more rainfall in 24 hours than the average monthly total."
10,"Later, Itelle became a rare April intense tropical cyclone, but weakened before it approached St. Brandon island."
11,"The final storm of the season, Jenna, formed in the Australian region, briefly intensified into a minimal tropical storm in the south-west Indian Ocean, and proceeded to exit the basin on May 4 to end the season."
12,"In addition to the named storms, several tropical depressions were tracked, one of which in December dropped heavy rainfall on Réunion."
13,"-Seasonal summary-
During the season, the Météo-France office(MFR) on Réunion island issued warnings in tropical cyclones within the basin."
14,"The agency estimated intensity through the Dvorak technique, and warned on tropical cyclones in the region from the coast of Africa to 90° E, south of the equator."
15,"The Joint Typhoon Warning Center(JTWC), which is a joint United States Navy – United States Air Force task force, also issued tropical cyclone warnings for the southwestern Indian Ocean."
16,"The season was fairly active with ten tropical storms, one greater than average, although most storms were short-lived."
17,"Six of the storms reached tropical cyclone status, or maximum sustained winds of at least 120 km/h(75 mph), which is two more than average."
18,"Most cyclones dissipated within the tropics, in contrast to the norm of storms accelerating into higher latitudes."
19,Throughout the season there were 82 days in which there was tropical activity.
20,"Based on a list contributed by the nation of Seychelles, the storms were named in sequential order, starting with Agnielle."
21,"The rest of the names on the list were Ketty, Lucia, Molly, Nadege, Odette, Paquerette, Rolina, Sylvianne, Talla, Vivienne, Walya, and Yoline."
