index,sentences
0,"By the end of the year, a total of 7,477 wildfires had been recorded throughout the U.S. state of California, totaling approximately 331,358 acres(134,096 hectares) across the state."
1,"Wildfires killed nine people in California in 2022, destroyed 772 structures, and damaged another 104."
2,"The 2020 and 2021 wildfire seasons had the highest and second-highest(respectively) numbers of acres burned in the historical record, with a sharp drop in acreage burned."
3,"Drastic climatic and ecological conditions, including climate change and long-term drought, had led to the anticipation of another potentially above-average wildfire season on the heels of two previous such seasons in 2020 and 2021."
4,"However, while the number of fires to date in 2022 was only slightly below the 5-year average(7,641 fires versus 8,049 fires), the total acreage burned was well below the 5-year average; 363,939 acres burned in 2022 thus far versus the 5-year average of 2,324,096 acres(though that average includes several of California's most significant fire seasons)."
5,"Peak fire season in California typically occurs in late summer and/or fall, and effectively ends when significant precipitation occurs across the state."
6,"Governor of California Gavin Newsom officially marked ""the end of peak wildfire season” in most of the state in mid-November."
7,"The quieter fire year was received gratefully by state officials and was highlighted by multiple news outlets, which attributed the downturn in severity largely to fortunate weather patterns, such as well-timed precipitation and favorable wind conditions."
8,"Officials were also quick to suggest that a contributing factor might have been several billion dollars invested in wildfire resilience projects, such as prescribed burning and community outreach."
9,"Despite the 'quiet' year as measured in acreage, a number of significant wildfires burned in California in 2022; these include the Oak Fire in Mariposa County, which burned over 180 structures, the McKinney Fire in Siskiyou County, which caused 4 fatalities, and the Mosquito Fire in Placer and El Dorado counties, which was California's largest wildfire of the year."
10,"-Early outlook-
--Seasonal fire risk--
After a wet October and December in the beginning of the 2022 water year, California experienced the driest January–February period on record in the state, with similar conditions continuing in March."
11,"This dry stretch follows a period of severe drought in the state that began in 2020, in part due to climate change in California, and which contributed to severe wildfire seasons in both 2020 and 2021."
12,"In its April monthly seasonal outlook, the National Interagency Fire Center forecast above normal significant fire potential for the Bay Area, Mid Coast-Mendocino, and Sacramento Valley/Foothill areas beginning in May, due to the lack of seasonal precipitation, early start to the growing season, and long-term drought."
13,"It also noted that ""A further expansion of above normal significant fire potential is forecast across most elevations during June and July."""
14,"The Northern California Geographic Coordination Center(commonly called 'North Ops') forecast stated that ""Confidence is moderate to high for an early start to the significant large fire season."""
15,"In Northern California, peak fire season begins in the early summer(June–July) and runs until late fall, varying year to year."
16,"In Southern California, the peak fire season begins in late spring(May–June) and runs until fall."
17,"The precise timing varies according to annual and seasonal precipitation, as well as the occurrence of offshore wind events, such as the Santa Anas, Diablo winds, or sundowner winds."
18,"However, fires are possible at any time of year in the state, particularly in drier Southern California."
19,"--Preparation--
In anticipation of the 2022 California wildfire season, the Pacific Gas and Electric Company(PG&E) increased its planned wildfire mitigation plan spending for 2022 to $5.96 billion, from $4.8 billion in 2021 and $4.46 billion in 2020."
20,"The mitigation plan includes the 'undergrounding' of at least 175 miles of power lines in high-fire risk areas, the installation of 98 additional wildfire detection/monitoring cameras and 100 additional weather stations, the expansion of safety settings that cut off power when objects(such as trees or branches) contact power lines, and the continued implementation of public safety power shutoffs(PSPS) as a last resort during extreme fire weather conditions."
21,"These moves came after the company declared bankruptcy in 2019 over its liability for wildfire damage costs from the 2018 Camp Fire and 2017 Tubbs Fire, among others."
22,"PG&E pleaded guilty to 84 counts of involuntary manslaughter in the Camp Fire, shortly before the company exited bankruptcy in June 2020."
23,"In January 2022, Cal Fire determined that the Dixie Fire, the largest fire of the 2021 California wildfire season and largest non-complex fire in recorded California history, was caused by a tree contacting PG&E electrical distribution lines."
24,"--Firefighter shortages--
The lead-in to the 2022 Western United States fire season was also marked by concerns about firefighting staffing."
25,"On March 15, 2022, Politico reported that United States Forest Service(USFS) officials had warned California employees that there had been ""50 percent fewer applications submitted for GS3 through GS9 firefighting positions"" compared to 2021, in part because of low pay, housing issues, and high cost of living."
26,"The San Francisco Chronicle similarly reported that between 2019 and 2021, the number of U.S. Forest Service firefighters stationed in California dropped by more than 20%, or over 1,000 firefighters."
27,"Testifying for the Senate Appropriations Committee on May 4, USFS Chief Randy Moore noted that in some areas, the USFS had only reached 50% of the staffing goal for wildland firefighters so far."
28,"Chief Moore cited competition in the labor market, including with private, county, and state organizations, such as Cal Fire, as a major reason for the hiring challenges."
29,"During the peak of fire season, representatives of California's private timber industry called for firefighting reserves to be augmented by the U.S. military and the National Guard, but were resisted by federal and state officials who noted the cost of such efforts and the lack of extreme resource needs during the season so far."
30,The state has been forced to seek military assistance in the past during severe fire seasons.
31,"-Causes-
--Climate change--
Anthropogenic climate change is partially responsible for driving increased wildfire severity in California."
32,"For instance, background warming has led to weather and vegetation conditions more favorable for wildfire activity even at night, which has typically been a period of reduced activity that allows crews to intensify efforts to suppress fires."
33,"--Drought--
The state of California is experiencing drought conditions on a number of timescales."
34,"The state saw very little precipitation in the January to March time period, with much of the state experiencing its driest such period."
35,"As of March 22, 2022, the National Drought Mitigation Center's U.S. Drought Monitor saw the entire state in moderate to extreme drought conditions."
36,"In February, their Drought Severity and Coverage(DSCI) index, which measures cumulative dryness, was at 275, or nearly twice the 20-year average of approximately 146, according to the San Francisco Chronicle."
