index,sentences
0,Severe Tropical Cyclone Laurence of December 2009 was the first Category 5 tropical cyclone to make landfall in Australia since Cyclone George in 2007.
1,"Laurence was the first named system, and first system overall to form during the 2009–10 Australian region cyclone season."
2,"-Meteorological history-
Severe Tropical Cyclone Laurence was first identified by the Australian Bureau of Meteorology(BoM) on 8 December 2009 over the Arafura Sea."
3,"As the system moved west north of the Top End on 10 December, TCWC Darwin issued a Tropical Cyclone Watch for coastal areas from Croker Island to Bathurst Island but excluding Darwin."
4,"Later that day, TCWC Perth cancelled all previous warnings and issued new watches for Kalumburu, south to Wyndham and west to Mitchell Plateau."
5,"The system hovered in the same general region for a day, before strengthening into a category one cyclone, and was named by the TCWC Darwin as Tropical Cyclone Laurence."
6,"During the morning of 15 December, the cyclone strengthened into a category 2 cyclone before strengthening further into a category 3 system."
7,In the early hours of 16 December Severe TC Laurence was upgraded to a strong category 4 with an eye starting to develop; later developing into a category 5 system.
8,The cyclone crossed the Kimberley coast southeast of Cockatoo Island on 16 December and Derby was in the projected path.
9,On 17 December the cyclone weakened as it meandered over land dumping heavy rain over northern Kimberley.
10,The cyclone's track during the day veered south-west and re-intensification was likely by 18 December as it moved over warm waters.
11,"On 19 December, the storm re-intensified into a category one cyclone and began moving slowly southwest, and further intensified into a category 2 the same day."
12,"On 20 December it intensified into a category 3 severe tropical cyclone, and showed signs of further intensification."
13,"On 21 December, the cyclone rapidly intensified into a category 4, and then 5 by the afternoon."
14,"The cyclone made landfall on the Western Australia coast near Eighty Mile Beach as a category 5 storm with significant damage to structures reported, although no injuries have been reported."
15,Telephone services to the affected area were disrupted.
16,"Overnight, the system began moving inland and rapidly picking up speed, while gradually weakening into a category 3 tropical cyclone."
17,"By early 23 December, the cyclone had weakened to Category 1 intensity, but not before inundating eastern Pilbara region with rain and flash flooding."
18,"Laurence accelerated even further, and was expected to cause gale-force winds and flooding rain as far as South Australia."
19,"-Preparations and impact-
As a tropical low, the precursor to Laurence produced 250 mm(9.8 in) of rain in Darwin, Northern Territory in a 24-hour span."
20,"One person was seriously injured after falling off a roof in the Kimberley, Western Australia."
21,"After making its final landfall along the Pilbara coastline as a Category 5 cyclone, Laurence wrought severe damage."
22,Numerous trees were uprooted by wind gusts reaching 295 km/h(183 mph) and several homes sustained substantial damage.
23,Rainfall in the region was estimated to have exceeded 250 mm(9.8 in).
24,Power and phone service to most of the Pilbara was lost during the storm and several residents sought shelter in public buildings.
25,"Although no people were killed by the storm, hundreds of livestock were feared to have been killed in the affected region."
26,Heavy rain and gale-force winds associated with the cyclone forced the closure of Newcrest Mining Ltd's Telfer gold mine for a day as all non-essential workers were flown from the site.
27,New South Wales' river systems were put on flood alert as rain fell widely.
28,"Systems affected were:
Castlereagh River,
Bogan River,
Lower Namoi River, and
Lower Macquarie Rivers, and
the Barwon River and associated Darling River between Walgett and Bourke."
29,The name Laurence was retired.
30,It was replaced with Lincoln.
31,Damage from the storm amounted to A$10 million(US$9 million).
