,sentences
0,"Hurricane Irma was an extremely powerful and devastating tropical cyclone that was the first Category 5 hurricane to strike the Leeward Islands on record, followed by Maria two weeks later."
1,"At the time, it was considered the most powerful hurricane on record in the open Atlantic region, outside of the Caribbean Sea and Gulf of Mexico, until it was surpassed by Hurricane Dorian two years later."
2,"It was also the third-strongest Atlantic hurricane at landfall ever recorded, just behind the 1935 Labor Day Hurricane and Dorian."
3,"The ninth named storm, fourth hurricane, second major hurricane, and first Category 5 hurricane of the extremely active 2017 Atlantic hurricane season, Irma caused widespread and catastrophic damage throughout its long lifetime, particularly in the northeastern Caribbean and the Florida Keys."
4,"It was also the most intense hurricane  to strike the continental United States since Katrina in 2005, the first major hurricane to make landfall in Florida since Wilma in the same year, and the first Category 4 hurricane to strike the state since Charley in 2004."
5,The word Irmageddon was coined soon after the hurricane to describe the damage caused by the hurricane.
6,Irma developed from a tropical wave near the Cape Verde Islands on August 30.
7,Favorable conditions allowed Irma to rapidly intensify into a Category 3 hurricane on the Saffir–Simpson wind scale by late on August 31.
8,"The storm's intensity fluctuated between Categories 2 and 3 for the next several days, due to a series of eyewall replacement cycles."
9,"On September 4, Irma resumed intensifying, becoming a Category 5 hurricane by early on the next day."
10,"Early on September 6, Irma peaked with 1-minute sustained winds of 180 mph(290 km/h) and a minimum pressure of 914 hPa(27.0 inHg)."
11,"Irma was the second-most intense tropical cyclone worldwide in 2017 in terms of barometric pressure, and the strongest worldwide in 2017 in terms of wind speed."
12,"Another eyewall replacement cycle caused Irma to weaken back to a Category 4 hurricane, but the storm re-attained Category 5 status before making landfall in Cuba."
13,"Although Irma briefly weakened to a Category 2 storm while making landfall on Cuba, the system re-intensified to Category 4 status as it crossed the warm waters of the Straits of Florida, before making landfall on Cudjoe Key on September 10."
14,"Irma then weakened to Category 3 status, prior to another landfall in Florida on Marco Island later that day."
15,The system degraded into a remnant low over Alabama and ultimately dissipated on September 13 over Missouri.
16,"The storm caused catastrophic damage in Barbuda, Saint Barthélemy, Saint Martin, Anguilla, and the Virgin Islands as a Category 5 hurricane."
17,"The hurricane caused at least 134 deaths: one in Anguilla; one in Barbados; three in Barbuda; four in the British Virgin Islands; 10 in Cuba; 11 in the French West Indies; one in Haiti; three in Puerto Rico; four on the Dutch side of Sint Maarten; 92 in the contiguous United States, and four in the U.S. Virgin Islands."
18,Hurricane Irma was the top Google searched term in the U.S. and globally in 2017.
19,"-Meteorological history-
The National Hurricane Center(NHC) began monitoring a tropical wave over western Africa on August 26."
20,"Developing into a tropical depression just west of the Cape Verde Islands early on August 31, becoming Tropical Storm Irma shortly afterwards."
21,"Under favorable conditions, Irma underwent rapid intensification, becoming a major hurricane on September 1."
22,"Within a 48-hour period, the hurricane's intensity had increased by 65 mph(105 km/h)."
23,"Fluctuations occurred over the next few days due to internal processes, as The first aircraft reconnaissance mission discovered an eye 29 mi(47 km) in diameter and surface winds of 115 mph(185 km/h) on September 3."
24,"As Irma continued approaching the Leeward Islands, the hurricane underwent a second and more robust period of rapid intensification, becoming a Category 5 hurricane early on September 5."
25,"The extremely powerful hurricane continued to intensify, with maximum sustained winds peaking at 180 mph(290 km/h) shortly afterwards."
26,"Irma acquired annular characteristics around this time, with the storm exhibiting a large, symmetric CDO and an impressive satellite appearance."
27,Irma continued to intensify while approaching the northern Leeward Islands.
28,"At 05:45 UTC on September 6, Irma made landfall along the northern coast of Barbuda at peak intensity, with the storm's central minimum pressure having bottomed out at 914 mbar(27.0 inHg) – this was the lowest in the Atlantic since Dean in 2007; the storm also made landfall with maximum sustained winds of 180 mph(290 km/h)."
29,"Irma continued to maintain its peak intensity until 12:00 UTC on September 6 and made additional successive landfalls on that same day, at 11:15 UTC on Sint Maarten, and at 16:30 UTC on Virgin Gorda, in the British Virgin Islands."
30,Irma maintained Category 5 strength for several days as it passed north of the Greater Antilles.
31,"After beginning an eyewall replacement cycle, Irma weakened to a Category 4 hurricane as it passed south of the Turks and Caicos Islands early on September 8, subsequently ending the 60-hour contiguous period of Irma maintaining Category 5 intensity, the second-longest any Atlantic storm had maintained winds above 156 mph(251 km/h) – behind only the 1932 Cuba hurricane."
32,The hurricane then began tracking more to the west due to the intensification of a subtropical ridge to its north.
33,"Once the eyewall replacement cycle was complete, Irma began to re-intensify, and it re-attained Category 5 intensity at 18:00 UTC that day east of Cuba, before the hurricane then made landfall in Cayo Romano, Cuba, at 03:00 UTC on September 9, with winds of 165 mph(266 km/h)."
34,"This made Irma only the second Category 5 hurricane to strike Cuba in recorded history, after the 1924 Cuba hurricane."
35,"As the eye of Irma moved along the northern coast of Cuba, gradual weakening ensued due to land interaction, with the eye becoming cloud-filled and the intensity falling to a high-end Category 2 storm later on September 9."
36,"After slowing down late on September 9, the hurricane turned northwestward towards Florida around the southwestern edge of the subtropical high to its northeast and a low-pressure system that was located over the continental United States."
37,"Moving over the warm waters of the Straits of Florida, Irma quickly restrengthened to a Category 4 hurricane at 06:00 UTC on September 10, as deep convection improved and the eye became better defined."
38,"The cyclone made landfall in Cudjoe Key, Florida, at 13:00 UTC on September 10, at Category 4 intensity, with winds of 130 mph(210 km/h)."
39,"Increasing wind shear and land interaction caused the satellite appearance of the storm to become ragged later that day, and Irma weakened to Category 3 intensity before making its seventh and final landfall at 19:30 UTC, in Marco Island, Florida, with sustained winds of 115 mph(185 km/h)."
40,"Once Irma had moved inland, it began to accelerate to the north-northwest, while rapid weakening began to occur due to the increasing wind shear, land interaction, and dry air, with the storm falling below Category 3 intensity hours after landfall."
41,"Irma finally weakened to a tropical storm on September 11 as it entered southern Georgia, while transitioning into an extratropical cyclone, degenerating into a remnant low early on September 12."
42,The remnants dissipated over Missouri on September 13.
43,"-Preparations-
--Caribbean--
Given that Irma's forecast track was along much of the Caribbean island chain, hurricane warnings were issued for the northern Leeward Islands, Puerto Rico, and parts of Hispaniola on September 5."
44,"In Antigua and Barbuda, residents safeguarded their homes and cleaned up their properties in anticipation of strong winds."
45,Emergency crews were put on standby at public shelters and hospitals by September 5 to assist with any evacuations.
46,"Expecting a direct hit, more than half of the residents on Barbuda took shelter, and relief supplies were preemptively mobilized."
47,The National Emergency Management Organization on Saint Lucia urged small craft operators and swimmers to be mindful of forecasts for high surf.
48,"Small Craft Warnings and High Surf Advisories were hoisted for Dominica, where residents were urged to remain vigilant of the potential for high waves, landslides, and flooding."
49,"In Guadeloupe, low-lying and cliff-edge homes were evacuated at the threat of flooding and erosion."
50,Schools and public businesses closed on September 5 and 6.
51,Hospitals stocked up on three days' worth of supplies and checked the functionality of their generators.
52,"Of the island's 32 communes, 22 activated their emergency plans; 1,500 people were urged to take shelter."
53,The island sustained relatively minor damage and became the base for relief efforts on Saint Martin and Saint Barthélemy.
54,"Though the core of the hurricane was expected to remain north of the island, a yellow alert was issued for Martinique due to the likelihood of rough seas."
55,"The island dispatched relief supplies and military reinforcements to its neighboring islands of Guadeloupe, Saint Martin."
56,"and Saint Barthélemy, which faced a greater risk of a direct impact."
57,"On September 4, Puerto Rico declared a state of emergency."
58,"By September 6, the U.S. Federal Emergency Management Agency had deployed response teams in Puerto Rico and the United States Virgin Islands."
59,"Supplies, including food rations, medical supplies, and blankets, were pre-staged in strategic locations on the islands for distribution."
60,"On September 5, the Dominican Republic activated the International Charter on Space and Major Disasters, thus providing for humanitarian satellite coverage; the United States and Haiti followed suit two days later."
61,"According to officials, 11,200 people were evacuated from vulnerable areas prior to the storm's arrival."
62,"Approximately 7,400 tourists were moved to Santo Domingo, away from beach resorts."
63,"In Haiti, government officials and aid organizations struggled with early preparation and evacuation efforts."
64,"While some officials blamed reluctance and indifference on the part of the population, others ""admitted they were not prepared for the onslaught and no mandatory evacuation orders were in place ahead of Irma's approach."""
65,"Local officials contended that they had not received promised funds, supplies, or equipment from the national government."
66,"The United Nations Stabilization Mission in Haiti prepared its 1,000 peacekeepers and engineers to assist."
67,"In the Turks and Caicos, evacuation orders were issued for low-lying areas starting September 5."
68,"Schools were closed, government buildings were boarded up, and shelters were opened."
69,"Officials spread warnings to residents in English, Creole, and Spanish via social media, radio, SMS text, and WhatsApp."
70,"In The Bahamas, the government began preparations the week prior to the hurricane's arrival, including securing national sports facilities to use as shelters."
71,"By September 7, the government had evacuated 1,609 people by air from the southern islands, including 365 from Bimini."
72,Controlled cutting of the power supply to southern and central Bahamian islands was conducted in advance of the storm.
73,"Shelters were made available, though usage was low due to most evacuees staying with family on other islands."
74,"Of the 2,679 foreign tourists still in The Bahamas on September 7, about 1,200 were being housed at Atlantis Paradise Island, one of the most hurricane-ready structures in the country."
75,"In Cuba, meteorologists did not initially predict a direct hit."
76,Fuel conservation was enacted in Camagüey Province to ensure that enough would be available during post-storm power outages.
77,"The Civil Defense evacuated nearly one million people from low-lying areas, including thousands of Canadian and European tourists in the Jardines del Rey."
78,Dolphins at a Cayo Guillermo resort were evacuated by helicopter.
79,"--Mainland United States--
The NHC issued several watches and warnings for the Southeastern United States."
80,"The first watches and warnings were issued at 15:00 UTC on September 7, which was a hurricane watch from the Jupiter Inlet to Bonita Beach, including the Florida Keys and Lake Okeechobee."
81,The watches and warnings were extended into Georgia and South Carolina on September 9.
