,sentences
0,"Severe Tropical Storm Usagi, known in the Philippines as Tropical Storm Samuel, was a tropical cyclone that affected the Philippines and Southern Vietnam in late-November 2018."
1,"Usagi(ウサギ, ""Rabbit""), which refers to the constellation Lepus in Japanese, it causing severe damage around the Visayas region and Ho Chi Minh City."
2,"The storm formed from a disturbance in the Central Pacific basin on November 3, but did not develop into a tropical storm until almost three weeks later, on November 13."
3,"Usagi underwent rapid intensification and peaked in intensity before making its final landfall on Vũng Tàu, Bà Rịa–Vũng Tàu province as a weakening tropical storm on November 25."
4,"While never considered as a typhoon by the Japan Meteorological Agency(JMA), the Joint Typhoon Warning Center(JTWC) assessed its intensity to be equivalent to Category 2 status on the Saffir–Simpson scale."
5,"Usagi caused one death and ₱52.2 million(US$992,000) in damages in the Philippines, most of which came from agriculture."
6,Usagi caused 3 deaths and ₫925 billion(US$39.8 million) in damages in Vietnam.
7,"-Meteorological history-
On November 3, the Central Pacific Hurricane Center began monitoring a disturbance that had formed in the Central Pacific basin."
8,"Without further development on November 6, the disturbance moved out of the basin and into the West Pacific, where the system was first monitored by the Joint Typhoon Warning Center(JTWC) at 22:00 UTC, assessing its potential of developing into a tropical cyclone within the next 24 hours as low."
9,"The system was within favorable conditions for development, with low vertical wind shear and sea surface temperatures reaching 28–30 °C(82–86 °F)."
10,"The system's tropical cyclone development potential within 24 hours was further upgraded to medium by the JTWC as its broad low-level circulation began to consolidate; however, atmospheric convection was disorganized."
11,"On November 9, at 01:30 UTC, the JTWC issued a Tropical Cyclone Formation Alert(TCFA) for the system and upgraded the system's tropical cyclone development potential within 24 hours to high."
12,"By the next day, however, the low-level circulation became almost fully exposed as wind shear of 15–25 knots(28–46 km/h; 17–29 mph) displaced the system's convection towards the east, prompting the JTWC to cancel the TCFA and downgrade the system's tropical cyclone development potential within 24 hours to medium."
13,"On November 11, the JTWC further lowered the system's tropical cyclone development potential within 24 hours to low as the system's low-level circulation became fully exposed and ill-defined."
14,"On November 13, at 00:00 UTC, the Japan Meteorological Agency(JMA) assessed that the system had developed into a tropical depression near the Marshall Islands."
15,"Continuing westwards, wind shear decreased, with the JTWC upgrading the system's tropical cyclone development potential within 24 hours to medium on November 14."
16,"The PAGASA began monitoring the system, and on November 17, at 12:00 UTC, the JTWC upgraded the system to a tropical depression, assigning it the designation 33W. Despite dry air surrounding the system, convective activity continued alongside anticyclonic outflow."
17,"On November 18, at 03:00 UTC, 33W entered the Philippine Area of Responsibility and was assigned the local name Samuel by the PAGASA."
18,"Turning northwest, the system's low-level circulation was broad, ill-defined, and elongated, with wind shear at 25–30 knots(46–56 km/h; 29–35 mph) displacing convection over 100 nautical miles(190 km; 120 mi) to the west of the low-level circulation."
19,"33W made landfall on Hernani, Eastern Samar on November 20, at 17:00 UTC, with the JTWC downgrading it to a disturbance an hour later as the system's convection fragmented."
20,"After turning west-southwestward, 33W made 4 more landfalls over Cebu, Negros Occidental, and Iloilo between 22:00 UTC and 02:00 UTC on the next day."
21,"Now in the Sulu Sea, the system's low-level circulation moved closer to convection, and on November 21, at 12:00 UTC, the JTWC upgraded 33W back to a tropical depression."
22,"33W made landfall on Araceli, Palawan at 13:00 UTC and moved into the South China Sea afterwards."
23,"On November 22, at 00:00 UTC, both the JMA and the JTWC upgraded 33W to a tropical storm as deep convection covered the system's low-level circulation, with the former assigning it the name Usagi."
24,"Now in a favorable environment with low wind shear, the system's low-level circulation slowly consolidated and became better defined despite still being partially exposed."
25,Usagi exited the Philippine Area of Responsibility at 10:00 UTC; it continued consolidating as rainbands wrapped into the system's center.
26,"On November 23, an eye appeared on SSMIS microwave imagery, and at 06:00 UTC, the JMA upgraded Usagi to a severe tropical storm."
27,The JTWC upgraded Usagi to a typhoon later that day.
28,"On November 24, at 00:00 UTC, both the JMA and the JTWC estimated Usagi to have peaked, with the JMA estimating maximum 10-minute sustained winds of 110 kilometres per hour(70 mph) alongside a minimum central pressure of 990 hPa(29.23 inHg) and the JTWC estimating maximum 1-minute sustained winds of 165 kilometres per hour(105 mph)."
29,An eye briefly appeared on satellite imagery before becoming filled with clouds.
30,"Later in the day, a combination of land interaction and unfavorable environmental conditions caused Usagi to weaken as its convective structure deteriorated."
31,"Rainbands collapsed as the system turned northwest, and by November 25, both the JMA and the JTWC had downgraded Usagi to a tropical storm as central convection weakened."
32,"Usagi made landfall on Vũng Tàu at 07:00 UTC, with the JTWC downgrading Usagi to a tropical depression later that day."
33,"During November 26, the JMA also downgraded Usagi to a tropical depression as the JTWC further downgraded Usagi to a disturbance."
34,Usagi dissipated over Cambodia at 00:00 UTC on November 27.
35,"-Preparations, impact, and aftermath-
--Philippines--
In preparation for the storm, the PAGASA raised signal #1 warnings in Visayas and Mindanao."
36,People were advised to not set sail east of Visayas and Mindanao as the storm moved closer.
37,"Flooding was reported in Iloilo City, with over 7,800 passengers being stranded throughout various ports throughout the country."
38,14 flights were also cancelled due to bad weather caused by the storm.
39,"Usagi caused one death in the Philippines, with agricultural damages being estimated at ₱52.2 million(US$992,000)."
40,"124,226 people were affected, 21,224 people were displaced, 4,967 people were evacuated, and 2,746 houses were damaged."
41,"Several landslides were reported during the storm's passage, all of which were in the island of Samar."
42,"Basco recorded a gust of 18 metres per second(65 km/h; 40 mph), with Cuyo recording 291.4 millimetres(11.47 in) of rain in 24 hours and 314 millimetres(12.4 in) of rain in total."
43,"₱6.9 million(US$132 thousand) was provided to assist those affected, with ₱3 million(US$56 thousand) being provided by the Department of Social Welfare and Development and the rest by other organizations."
