,sentences
0,"Typhoon Melor, known in the Philippines as Typhoon Nona, was a powerful tropical cyclone that struck the Philippines in mid-December 2015."
1,"The twenty-seventh named storm and the eighteenth typhoon of the annual typhoon season, Melor killed 51 people and caused ₱7.04 billion(US$148.3 million) in damage."
2,The typhoon began developing on December 7 as a low-pressure area 120 km(75 mi) of Chuuk.
3,"Soon, it intensified into a tropical depression on December 10, and then into a tropical storm south of Yap, and was named Melor."
4,"The Philippine Atmospheric, Geophysical and Astronomical Services Administration(PAG-ASA) initially decided to name Melor as ""Nonoy"", but due to political reasons, it was named ""Nona"" instead."
5,"On December 13, Tropical Storm Melor(Nona) became a typhoon, and made its first landfall on Northern Samar."
6,"The typhoon made several landfalls in Sorsogon, Burias Island, Romblon, and Oriental Mindoro, before weakening into a tropical storm."
7,It turned southward on entering the South China Sea before weakening into a tropical depression and dissipating in the Sulu Sea.
8,"-Meteorological history-
During December 10, the Japan Meteorological Agency started to monitor a tropical depression, that had developed about 665 km(415 mi) to the south of Guam."
9,"The system was located within a favorable environment for further development, with low vertical wind shear and sea surface temperatures of between 29–30 °C(84–86 °F)."
10,"Moreover, the JMA started to issue tropical cyclone warnings to the system on the same day, expecting a tropical storm within 24 hours."
11,"Based on a developing low-level circulation center(LLCC) obscured by the mid-level deep convection in an area of strong westward upper-level diffluence and moderate easterly vertical wind shear, the Joint Typhoon Warning Center(JTWC) issued a Tropical Cyclone Formation Alert(TCFA) to the system early on December 11."
12,"The JMA, however, upgraded the tropical depression to a tropical storm immediately after issuing that TCFA and named it Melor, when the storm was only about 50 km(31 mi) south of Yap."
13,"In the afternoon, the JTWC upgraded it to a tropical depression and designated it as 28W, just six hours before the center upgraded Melor to a tropical storm that was tracking west-northwestward along the southern periphery of a deep-layered subtropical ridge."
14,"The PAGASA was about to name the tropical storm as Nonoy, yet it was named Nona after entering the Philippine Area of Responsibility on December 12, owing to political reasons."
15,"When Melor was forming an eye in the afternoon, the JMA upgraded it to a severe tropical storm."
16,"Due to low vertical wind shear, warm sea surface temperatures above 28°C and robust poleward outflow enhanced by a very powerful Aleutian low, Melor intensified into a typhoon early on December 13, as tightly curved spiral banding was observed wrapping into a tiny but clear eye."
17,The JTWC upgraded Melor to a SSHWS Category 4-equivalent typhoon at noon.
18,"Although the eye appeared to be cloud-filled temporarily, the eyewall consolidated further."
19,"Melor made landfall over Batag Island of Laoang, Northern Samar of the Philippines at 11:00 PST(03:00 UTC) on December 14."
20,The JMA reported a peak intensity of ten-minute maximum sustained winds at 175 km/h(110 mph) and a central pressure of 935 hPa(27.61 inHg).
21,The typhoon formed a well-defined eye and then maintained it for several hours while crossing the northern coast of Samar.
22,"Later, it made its second landfall over Bulusan, Sorsogon at 16:00 PST(08:00 UTC) and third landfall over Burias Island at 21:45 PST(13:45 UTC), resulting in a cloud-filled eye again."
