,sentences
0,Hurricane Leslie(known as Storm Leslie or Cyclone Leslie while extratropical) was the strongest cyclone of tropical origin to strike the Iberian Peninsula since 1842.
1,"A large, long-lived, and very erratic tropical cyclone, Leslie was the twelfth named storm and sixth hurricane of the 2018 Atlantic hurricane season."
2,"The storm had a non-tropical origin, developing from an extratropical cyclone that was situated over the northern Atlantic on 22 September."
3,The low quickly acquired subtropical characteristics and was classified as Subtropical Storm Leslie on the following day.
4,"The cyclone meandered over the northern Atlantic and gradually weakened, before merging with a frontal system on 25 September, which later intensified into a powerful hurricane-force extratropical low over the northern Atlantic."
5,"While Leslie began to weaken late on 27 September, the low began to re-acquire subtropical characteristics, and by 28 September, Leslie had completed the transition to a subtropical storm once again."
6,"Leslie became fully tropical and gradually intensified, becoming a Category 1 hurricane early on 3 October, and initially peaked with 1-minute sustained winds of 140 km/h(85 mph) later that day."
7,"Leslie gradually weakened, falling to tropical storm intensity late on 4 October."
8,The cyclone continued to slowly weaken before beginning to re-intensify on 8 October.
9,"Two days later, Leslie reached hurricane status for the second time."
10,"Leslie continued to slowly strengthen, reaching peak intensity with sustained winds of 150 km/h(90 mph) and a minimum central pressure of 968 mbar(28.59 inHg), early on 12 October."
11,"Leslie then began to gradually weaken later that day, while accelerating towards the northeast and passed far south of the Azores."
12,"On 13 October, Leslie passed north of Madeira, before transitioning into an extratropical cyclone just off the Portuguese coast later that day."
13,Leslie's remnants made landfall in central Portugal a few hours later.
14,"The low continued moving northeastward while rapidly weakening, passing over the Bay of Biscay, before dissipating by 16 October over Spain."
15,"The storm was responsible for 17 deaths in mainland Europe, including 2 direct deaths in Portugal and 15 indirect deaths in France."
16,"In November 2018, Aon estimated that Leslie's damage total exceeded €424 million(US$500 million)."
17,Hurricane Leslie prompted the issuance of tropical storm watches and warnings for Madeira Island.
18,"Leslie brought wind gusts up to 190 km/h(120 mph) to Portugal, felling thousands of trees, causing the collapse of hundreds of structures, and damaging hundreds of buildings, signs, and pieces of equipment."
19,"Over 300,000 citizens were left without power."
20,Damage across the country was estimated to be €120 million(US$145 million).
21,"City, municipal, and the national government provided funds to repair damage to buildings as well as the local forests, and also launch cleanup efforts."
22,"Leslie brought strong winds and torrential rainfall to Spain, most notably the Catalonia region, causing a river to spill its banks, nearly four dozen landslides to occur, and damaging several structures and vehicles."
23,"The storm disrupted transportation and caused 14,000 power outages throughout the country."
24,"Leslie and a cold front, the latter of which was almost stationary, combined to cause record-breaking flooding in the Aude, France."
25,The flooding in the department was considered to be the worst since 1891.
26,"Floodwaters damaged buildings, roads, and vehicles throughout several towns and cities, causing €220 million(US$254 million) in damage."
27,"Nearly 1,000 people were evacuated when a dam overflowed in Pezens Municipality, and over 8,000 people lost power nationwide."
28,"-Meteorological history-
--Origins, formation, and tropical transition--
The United States-based National Hurricane Center(NHC) began forecasting on 19 September 2018 that an extratropical low would form in a few days between the Azores and Bermuda."
29,"This system developed along the boundary of a front early on 22 September, approximately 1,295 km(805 mi) west-southwest of Flores Island."
30,"This system was associated with the southern portion of the remnants of Hurricane Florence, which had previously split into two storms on 18 September."
31,"Amid favorable environmental conditions, the system separated from the front, and its banding features became better established, signaling the formation of Subtropical Storm Leslie by 12:00 UTC on 23 September."
32,"Around that time, Leslie was within an upper-level low and the former's gale-force winds were displaced from the center."
33,"The subtropical cyclone was located within an area of minimal steering currents, causing the storm's movement to be erratic."
34,"Moderate vertical wind shear and dry air hindered the development of thunderstorm activity or convection outside the southeastern portion of the system, as it tracked generally southwestward."
35,The cyclone turned towards the south and later the east on 24 September.
36,"During that time, Leslie's cloud pattern became irregular, with several cloud swirls existing within a broadening circulation."
37,"Leslie weakened into a subtropical depression around 00:00 UTC on 25 September, due to the continuing wind shear and dry air."
38,"The storm began a southeastward motion later in the day, followed by a turn back to the east."
39,"Leslie became an extratropical cyclone around 12:00 UTC, after its circulation expanded along a baroclinic zone."
40,"At that time, an expansive stratocumulus cloud shield was becoming established and cold, stable air was entering the region."
41,"During the next couple of days, Leslie's track consisted of an incomplete counterclockwise loop."
42,"At the same time, the baroclinic processes strengthened the extratropical cyclone, leading to hurricane-force winds of 120 km/h(75 mph) by 00:00 UTC on 27 September."
43,A weakening trend commenced during the middle of the day and persisted until 28 September.
44,"However, as Leslie tracked westward, it began to reacquire tropical characteristics and was declared a subtropical storm once more around 12:00 UTC."
45,The storm had reestablished bands of convection near its center and its wind field had shrunk considerably.
46,"While Leslie had transitioned from a cold core to a warm core system, it was still located within a sizable low-pressure system."
47,"Over the next couple of days, the cyclone experienced minimal change in strength as it tracked in a southwesterly direction around the western edge of an extensive cyclonic circulation."
48,Thunderstorm activity developed near Leslie's center and anticyclonic outflow materialized to the northeast and southeast of the system.
49,"As a result, Leslie became a tropical storm by 18:00 UTC on 29 September, while it was located approximately 1,850 km(1,150 mi) west-southwest of Flores Island in the Azores."
50,"--Initial peak intensity and weakening--
Located within a region of cool sea surface temperatures and strong northwesterly wind shear, the tropical storm intensified little during the next couple of days."
51,"Banding features began to increase on 1 October, as the wind shear subsided."
52,"Leslie continued a west-southwestward to southwestward motion over the next day or so, while located in weak steering currents and positioned between high-pressure systems that were located to the west and northeast."
53,"As Leslie began to strengthen more quickly on 2 October, convection increased both in intensity and organization."
54,Microwave imagery displayed that Leslie had developed an eye at its low levels.
55,The storm intensified into a hurricane around 06:00 UTC on 3 October.
56,"Meanwhile, Leslie became stationary, with its southerly movement ending."
57,"Leslie reached its initial peak at 18:00 UTC as a Category 1 hurricane, with 1-minute maximum sustained winds of 140 km/h(87 mph)."
58,"At the time, the storm had a large, irregular eye, with sporadic dry air entrainment."
59,"The storm began to track northward between a shortwave trough, which was located to the northeast, and a mid-level ridge, which was located to Leslie's southeast."
60,"Moving over cooler, 26 °C(79 °F) sea surface temperatures, Leslie began to weaken slowly on 4 October."
61,The cyclone weakened to a tropical storm around 18:00 UTC.
62,"By 5 October, Leslie's inner core had dissipated, and the storm possessed only small bands of convection on the outer limits of its circulation."
63,"Convection refired over the storm's center later that day, although the maximum winds were located 165–185 km(103–115 mi) away."
64,"Leslie turned towards the east from late 5 October to 6 October, under the influence of mid-latitude westerly flow."
65,"Although the tropical storm traversed a region of even colder, 24–25 °C(75–77 °F) sea surface temperatures during the next couple of days and was located in a region of moderate wind shear, the storm changed little in strength."
66,"Leslie's convection became more organized on 6 October, as banding features became more defined and a mid-level eye formed to the southeast of the storm's low-level circulation center."
67,"Leslie turned towards the east-southeast on 7 October, still under the influence of the westerly flow."
68,"Leslie bottomed out as an 85 km/h(53 mph) tropical storm at 00:00 UTC, as it passed over an area of cool sea surface temperatures."
69,"--Peak intensity, extratropical transition, and demise--
Leslie began to restrengthen later on 8 October, as an inner core began to develop and convection became more intense."
70,"While the storm continued to track in a southeastward direction, traversing an environment of warmer sea surface temperatures and lower wind shear, a mid-level eye feature began to develop."
71,"Turning towards the south, Leslie restrengthened into a hurricane around 06:00 UTC on 10 October."
72,"Around that time, the storm's strongest convection was concentrated towards the north, and an irregular eye had emerged on satellite imagery."
73,"The cyclone began to proceed east-northeastward early on 11 October, as strengthening continued."
74,"Leslie peaked at 00:00 UTC on 12 October as a Category 1 hurricane, with maximum sustained winds of 150 km/h(93 mph) and a minimum central pressure of 968 mbar(28.6 inHg), while located approximately 1,065 km(662 mi) south-southwest of Flores Island."
75,"The storm had a small, cloud-filled eye around that time."
76,"Leslie began to slowly weaken once more later that day, as sea surface temperatures decreased to 23–24 °C(73–75 °F) and wind shear increased."
77,"The mid-latitude westerly flow began to rapidly accelerate Leslie towards the east-northeast, with the cyclone passing 325 km(202 mi) north-northwest of Madeira Island around 06:00 UTC on 13 October."
78,"Shortly after, Leslie began to transition into an extratropical cyclone, as colder air entered from the south and west and the system's mid-level eye decayed."
79,The cyclone's convection continued to disintegrate as a result of even colder 20 °C(68 °F) sea surface temperatures and strong wind shear.
