,sentences
0,The 2014 Pacific hurricane season was one of the busiest and costliest Pacific hurricane seasons since the keeping of reliable records began in 1949.
1,"The season officially started on May 15 in the East Pacific Ocean, and on June 1 in the Central Pacific; they both ended on November 30."
2,These dates conventionally delimit the period of each year when most tropical cyclones form in these regions of the Pacific.
3,"Entering the season, expectations of tropical activity were high, with most weather agencies predicting a near or above average season."
4,"The season began with an active start, with three tropical cyclones developing before June 15, including two Category 4 hurricanes, of which one became the strongest tropical cyclone ever recorded in May in the East Pacific."
5,"After a less active period in late June and early July, activity once again picked up in late July."
6,"Activity increased in August, which featured four major hurricanes, and persisted throughout September and October."
7,"However, activity finally waned by early November."
8,"Overall, the 22 tropical storms marked the highest total in 22 years."
9,"In addition, a record-tying 16 hurricanes developed."
10,"Furthermore, there were total of nine major hurricanes, Category 3 or greater on the Saffir–Simpson hurricane wind scale, including a then-record-tying eight in Eastern Pacific proper(east of 140°W)."
11,The active season resulted in numerous records and highlights.
12,"First, Hurricane Amanda was the strongest May hurricane and earliest Category 4 on record."
13,"A month later, Hurricane Cristina became the earliest second major hurricane, although it was surpassed by Hurricane Blanca the following year."
14,"In August, Hurricane Iselle became the strongest tropical cyclone on record to strike the Big Island of Hawaii while Hurricane Marie was the first Category 5 hurricane since 2010."
15,"The following month, Hurricane Odile became the most destructive tropical cyclone of the season and the most intense and destructive tropical cyclone to make landfall over the Baja California peninsula."
16,"-Seasonal forecasts-
On March 12, 2014, the Servicio Meteorológico Nacional(SMN) issued its first outlook for the Pacific hurricane season, expecting a total of fifteen named storms, seven hurricanes, and three major hurricanes."
17,"A month later, the agency revised their outlook to fourteen named storms, seven hurricanes, and five major hurricanes, citing the anticipated development of El Niño for above-average activity, compared to the 1949–2013 average of 13.2, On May 22, the Climate Prediction Center(CPC) announced its prediction of 14 to 20 named storms, seven to eleven hurricanes, three to six major hurricanes, and an accumulated cyclone energy(ACE) within 95–160% of the median."
18,"It also called for a 50% chance of an above-normal season, a 40% chance of a near-normal season, and a 10% chance of a below-normal season."
19,"Similar to the SMN outlook, the basis for the forecast was the expectation of below average wind shear and above average sea surface temperatures, both factors associated with El Niño conditions."
20,"The CPC also noted that the Eastern Pacific was in a lull that first began in 1995; however, they expected that this would be offset by the aforementioned favorable conditions."
21,"Within the Central Pacific Hurricane Center(CPHC)'s jurisdiction, four to seven tropical cyclones were expected to form, slightly above the average of four to five tropical cyclones."
22,"On July 31, the SMN released their final forecast, raising the numbers to 17 named storms, 8 hurricanes and 5 major hurricanes."
23,"-Seasonal summary-
The Accumulated Cyclone Energy(ACE) index for the 2014 Pacific hurricane season(Eastern Pacific and Central Pacific combined) as calculated by Colorado State University using data from the National Hurricane Center was 202.4 units."
24,"Broadly speaking, ACE is a measure of the power of a tropical or subtropical storm multiplied by the length of time it existed."
25,It is only calculated for full advisories on specific tropical and subtropical systems reaching or exceeding wind speeds of 39 miles per hour(63 km/h).
26,The total ACE for the East Pacific was 43% above the 1981–2010 average and ranked as the seventh-highest since 1971.
27,"The season's first named storm, Amanda, developed on May 23, shortly after the official start to the Pacific hurricane season on May 15."
28,"On May 24, the system intensified into a hurricane, transcending the climatological average date of June 26 for the first hurricane."
29,"The next day, Amanda attained major hurricane status, over a month sooner than the average date of July 19."
30,"Owing to Amanda's extreme intensity the ACE value for May was the highest on record in the East Pacific at 18.6 units, eclipsing the previous record of 17.9 units set in 2001."
31,"Hurricane Cristina became the second's major hurricane, the system broke the previous record set by Hurricane Darby in 2010 which reached major status on June 25."
32,"However, this record was broken by Hurricane Blanca in 2015 which reached major status on June 3."
33,"Through June 14, the seasonal ACE reached its highest level since 1971, when reliable records began, for so early in the season."
34,"By the end of June, the ACE total remained at 230% of the normal value, before subsiding to near-average levels to end July."
35,"By late July, the basin became rejuvenated, with 3 systems forming during the final 10 days of the month."
36,"Activity in August ramped up significantly, with four hurricanes developing during the month, two of which became major hurricanes, excluding Iselle and Genevieve, which formed in July, but became a major hurricane during August."
37,"By the end of August, ACE values rose to 60% above the 30-year average."
38,"Continued, though less prolific, activity extended through September with four hurricanes developing that month."
39,ACE values remained 45% above-average by the end of the month.
40,"Following the rapid intensification of Hurricane Simon to a Category 3 hurricane during the afternoon of October 4, the 2014 season featured the highest number of major hurricanes in the Eastern Pacific basin since the advent of satellite imagery."
41,"With eight such storms east of 140°W, the year tied with the record set in the 1992 season."
42,"However, this record was surpassed by the 2015 Pacific hurricane season."
43,"-Systems-
--Hurricane Amanda--
Amanda originated as a tropical wave that moved into the eastern Pacific on May 16."
44,"It continued west, organizing into a tropical depression around 18:00 UTC on May 22 and further intensifying into a tropical storm a day later."
45,"After attaining hurricane strength at 12:00 UTC on May 24, the storm began a period of rapid intensification, peaking as high-end Category 4 hurricane with winds of 155 mph(250 km/h) within 24 hours; this made Amanda the strongest May tropical cyclone and second earliest major hurricane on record in the basin."
46,"As the system slowed to a crawl, cold water upwelling beneath it began a weakening trend."
47,"The hurricane fell to tropical storm strength early on May 28, weakened to tropical depression strength early on May 29, and dissipated around 18:00 UTC that day."
48,A river near Coyuca de Benítez overflowed its banks.
49,"Three trees were brought down and a vehicle in Acapulco was destroyed, near where one person was killed."
50,"In Colima, minor landslides occurred, resulting in the closure of Federal Highway 200."
51,Two people perished in Michoacán while several roads were destroyed in Zitácuaro.
52,"--Tropical Storm Boris--
The formation of Boris is attributed to a low-level trough that entered the East Pacific from the southwestern Caribbean Sea on May 28."
53,"A broad area of low pressure developed in association with the trough south of the Mexico–Guatemala border two days later, and the disturbance steadily organized with aid from an eastward-moving convectively-coupled kelvin wave."
54,"By 18:00 UTC on June 2, the system acquired enough organization to be deemed a tropical depression."
55,"Tracking northward, the depression steadily became better defined as spiral bands developed over the eastern semicircle of the circulation."
56,"After intensifying into a tropical storm at 12:00 UTC on June 3 and attaining peak winds of 45 mph(70 km/h) six hours later, increasing land interaction caused Boris to begin weakening."
57,It was downgraded to a tropical storm early on June 4 and subsequently degenerated into a remnant low at 18:00 UTC.
58,The remnant low turned northwestward and dissipated shortly thereafter.
59,"Posing a considerable rainfall and mudslide threat to Guatemala, classes were suspended in nine school districts, impacting 1.25 million pupils."
60,"Similarly, some classes were suspended in the Mexican states of Chiapas and Oaxaca."
61,"In the former, roughly 16,000 people were evacuated out of hazardous areas."
62,"Most of the impacts associated with Boris were due to its developing precursor, whose heavy rainfalls caused 20 mudslides, killing five and resulting in extensive property damage."
63,"Heavy rainfall in Chiapas caused rivers to overflow their banks, resulting in minor damage."
64,"Overall, the effects of Tropical Storm Boris and its precursor killed six people across Central America."
65,"--Hurricane Cristina--
The complex interaction of a tropical wave, disturbance within the Intertropical Convergence Zone, and convectively-coupled kelvin wave led to the formation of a tropical depression around 12:00 UTC on June 9."
66,"Northerly shear limited intensification of the cyclone initially, but it became Tropical Storm Cristina eighteen hours after formation."
67,"A relaxation in upper-level winds allowed the system to begin a period of rapid intensification on June 11, and Cristina became both the earliest second hurricane and major hurricane on record at the time before attaining its peak as a Category 4 with winds of 150 mph(240 km/h) around 12:00 UTC on June 12."
68,"The combination of an eyewall replacement cycle, cooler waters, and entrainment of dry air caused Cristina to begin weakening shortly after peak; it fell to tropical storm intensity early on June 14 and degenerated to a remnant low by 06:00 UTC the next morning."
69,The low moved erratically within low-level flow and dissipated early on June 19.
70,"Under the anticipation of 12 ft(3.7 m) waves,  a ""yellow"" alert was issued for Colima, Guerrero, Oaxaca, and parts of Jalisco and Michoacán."
71,"Along Manzanillo, strong waves resulted in minor flooding that damaged one road."
72,"--Tropical Storm Douglas--
A tropical wave emerged off the western coast of Africa on June 17, tracking across the Atlantic Ocean with inappreciable organization throughout the following days."
73,"The wave crossed Central America on June 25, where deep convective activity increased."
74,"On June 28, the disturbance became distinctively better defined with a well-defined center and spiral banding, signifying the formation of a tropical depression by 18:00 UTC while positioned about 345 mi(555 km) south-southwest of Manzanillo, Mexico."
75,"Steered west-northwest and eventually northwest under the influence of a mid-level ridge, the broad cyclone slowly intensified into a tropical storm by 00:00 UTC on June 30, attaining peak winds of 50 mph(80 km/h) late the next day."
76,"Thereafter, a track over cooler waters and into a drier environment caused the system to begin weakening; at 06:00 UTC on July 5, Douglas degenerated into a non-convective remnant low well west of Baja California."
77,The remnant low turned slowly west-northwest prior to dissipating on July 8.
78,"--Tropical Storm Elida--
A well-defined tropical wave moved emerged off the western coast Africa on June 20."
79,"After entering the East Pacific a week later, shower and thunderstorm activity began to increase."
80,"Although the system lacked a closed low initially, a small circulation was noted by 06:00 UTC on June 30, and the system was declared Tropical Storm Elida accordingly."
81,"Paralleling the southwestern coast of Mexico, the cyclone attained peak winds of 45 mph(70 km/h) before strong northwesterly wind shear from nearby Tropical Storm Douglas caused the storm to become disheveled."
82,It weakened to a tropical depression at 00:00 UTC on July 2 and degenerated into a remnant low six hours later.
83,The remnant low drifted southeastward before dissipating early on July 3.
84,"--Tropical Storm Fausto--
A tropical wave moved off the western coast of Africa on June 22 and entered the East Pacific eight days later."
