index,sentences
0,"Hurricane Pali was the earliest-forming Pacific hurricane on record, being the first Pacific hurricane to occur in January since Hurricane Ekeka of 1992."
1,"The first tropical cyclone of the 2016 Pacific hurricane season, Pali originated as an area of low pressure within a persistent trough, near the equator on January 6, 2016."
2,"Deep convection gradually built up around the center of the disturbance as the system curved northward, before it organized into a tropical depression on the next day, making the system the earliest recorded tropical cyclone in the Pacific hurricane basin."
3,"The system quickly intensified into a tropical storm, resulting in it being named Pali."
4,"During the next few days, Pali slowly moved northward while slowly curving towards the west, strengthening somewhat before weakening due to the presence of wind shear."
5,"On January 10, Pali slowly turned eastward and proceeded to re-strengthen as wind shear diminished."
6,"On January 12, Pali strengthened into a Category 1 hurricane on the Saffir–Simpson scale(SSWHS) while curving towards the south."
7,"The next day, Pali reached its peak intensity as a Category 2 hurricane, with 1-minute maximum sustained winds of 100 mph(155 km/h) and a minimum central pressure of 978 mbar(hPa; 28.88 inHg)."
8,"Afterward, Pali quickly began to weaken, as the storm encountered stronger wind shear, with the storm weakening into a Category 1 hurricane several hours later, before weakening into a tropical storm later that day."
9,"On January 14, Pali weakened into a tropical depression before degenerating into a remnant low the next day, since conditions became increasingly hostile."
10,"Later that day, Pali's remnants dissipated near the same location where they had formed roughly a week ago."
11,"Pali formed and tracked near the equator, forming at a latitude of 3.3°N and tracking as low as 2.6°N as a tropical depression."
12,"This made Pali the second-lowest latitude tropical cyclone on record in the Western Hemisphere at the time, which was extremely unusual, given the unfavorable conditions that are usually in place around the equator."
13,"Pali had severe impacts in Kiribati, grounding a cargo ship and killing four people, in addition to causing major coastal flooding, although the total amount of damage was not specified in the island nation's report to the World Meteorological Organisation(WMO)."
14,"-Background and records-
As currently defined, the Pacific hurricane season lasts from May 15 to November 30, the period in which tropical cyclones are most likely to develop across the basin."
15,"Occasionally, systems develop outside these seasons, most frequently in May or December, though some off-season storms also develop in January."
16,"Activity in January is extremely rare; only two systems other than Pali have been recorded since 1949: Tropical Storm Winona in 1989 and Hurricane Ekeka in 1992, which became a Category 3 major hurricane."
17,"Pali was the earliest tropical cyclone recorded in the Central Pacific basin, forming on January 7, beating Tropical Storm Winona by six days."
18,"Pali was also the earliest recorded Central Pacific hurricane, reaching hurricane intensity on January 12, beating the previous record-holder, Hurricane Ekeka, by 19 days."
19,Pali also formed and tracked closer to the equator than any other storm recorded in the Pacific hurricane basin.
20,"Pali became a tropical depression near 3.3°N. During its final days as a tropical cyclone, Pali reached a minimum latitude of 2.6°N as a tropical depression, making it the second-lowest latitude tropical cyclone on record in the Western Hemisphere, just behind Tropical Depression Nine-C, which attained a minimum latitude of 2.2°N just two weeks prior; no other tropical cyclone in the National Oceanic and Atmospheric Administration(NOAA)'s records in the Central Pacific had ever ventured that close to the equator, dating back to 1842."
21,"Tropical cyclones usually do not develop that close to the equator, due to the strength of the Coriolis force at those latitudes, which is too weak to induce the spin necessary to form tropical cyclones."
22,"Prior to the storm's dissipation, when Pali curved back towards the south, some meteorologists speculated that Pali could cross over the equator into the Southern Hemisphere, given the steering currents in place, which would have been an extremely rare occurrence had the storm done so."
23,"Unrelated to Pali, the formation of Hurricane Alex over the North Atlantic in mid-January coincided with Pali's development over the Central Pacific."
24,This marked the first occurrence of simultaneous January tropical cyclones between these two basins.
