,sentences
0,"The 2001 Atlantic hurricane season was a fairly active Atlantic hurricane season that produced 17 tropical cyclones, 15 named storms, nine hurricanes, and four major hurricanes."
1,"The season officially lasted from June 1 to November 30, dates which by convention limit the period of each year when tropical cyclones tend to form in the Atlantic Ocean basin."
2,"The season began with Tropical Storm Allison on June 4, and ended with Hurricane Olga, which dissipated on December 6."
3,"The most damaging storms of the season were: Allison, which caused extensive flooding in Texas; Hurricane Iris, which struck Belize; and Hurricane Michelle, which left a trail of destruction across Cuba."
4,"Three tropical cyclones made landfall in the United States, three directly affected Canada, and three directly affected Mexico and Central America."
5,"Overall, the season caused 153 fatalities, and $11.44 billion(2001 USD) in damage."
6,"Due to their severe damage, the names Allison, Iris, and Michelle were retired by the World Meteorological Organization."
7,"-Seasonal forecasts-
Forecasts of hurricane activity are issued before each hurricane season by noted hurricane experts William M. Gray."
8,"Philip J. Klotzbach, and their associates at Colorado State University; and separately by NOAA forecasters."
9,"Gray's team defined the average number of storms per season(1950 to 2000) as 9.6 tropical storms, 5.9 hurricanes, 2.3 major hurricanes(storms reaching at least Category 3 strength in the Saffir-Simpson Hurricane Scale) and ACE Index 96.1."
10,"The National Oceanic and Atmospheric Administration(NOAA) defines a season as above-normal, near-normal or below-normal by a combination of the number of named storms, the number reaching hurricane strength, the number reaching major hurricane strength and ACE Index."
11,"--Pre-season forecasts--
On December 7, 2000, Gray's team issued its first extended-range forecast for the 2001 season, predicting above-average activity(13 named storms, 8 hurricanes, and about 4 of Category 3 or higher)."
12,It listed a 63 percent chance of at least one major hurricane striking the U.S. mainland.
13,"This included a 43 percent chance of at least one major hurricane strike on the East Coast, including the Florida peninsula, and a 36 percent chance of at least one such strike on the Gulf Coast from the Florida Panhandle westward."
14,The potential for major hurricane activity in the Caribbean was forecast to near average.
15,"On April 5, 2001, a new forecast was issued, calling for 12 named storms, 7 hurricanes, and 3 major hurricanes."
16,"The increase in the forecast was attributed to the warm sea surface temperatures, although the agency noted that the season would likely not be as active as previous ones due to the effect of a weak to moderate El Nino."
17,"The estimated potential for at least one major hurricane to affect the U.S. was upped slightly to 65 percent; the East Coast potential also went up slightly, and from the Florida Panhandle westward to Brownsville, Texas, the probability remained nearly the same."
18,"--Mid-season forecasts--
On August 7, 2001, Gray's team issued their first mid-season forecast for the 2001 season, keeping the forecast number at 12 named storms, with 7 becoming hurricanes and 3 becoming a major hurricane, noting that sea surface temperatures and sea level pressures continued to be favorable for above-average hurricane activity."
19,"The estimated potential for at least one major hurricane to affect the U.S. was upped slightly once again to 69 percent; the East Coast potential also went up slightly to 50%, and from the Florida Panhandle westward to Brownsville, Texas, the probability was also upped slightly."
20,"On August 8, 2001, NOAA revised its season estimate slightly upwards to nine to twelve named storms, of which 6 to 8 were to be hurricanes, and 2 to 4 major hurricanes."
21,"The agency noted that sea surface temperatures continued to be favorable for above-average hurricane activity, and due to the likelihood that El Nino would not develop during the peak of the season, there was a reduced likelihood of a below-average year."
22,"-Seasonal summary-
The Atlantic hurricane season officially began on June 1, 2001."
23,It was an above-average season in which 17 tropical cyclones formed.
24,"Fifteen depressions attained tropical storm status, and nine of these reached hurricane status."
25,Four hurricanes further intensified into major hurricanes.
26,Favorable sea surface temperatures and sea-level pressures were the main factors in the season being above-average.
27,"The season would mark the end of a streak of four consecutive above-average seasons, beginning in 1998."
28,This remained a record until six consecutive seasons featured above-average activity from 2016 to 2021.
29,Four tropical cyclones during the season would degenerate in the deep tropics but later re-develop.
30,"Four other systems were classified as subtropical cyclones at some point in their duration, though each later became fully tropical systems."
31,"Overall, the Atlantic tropical cyclones of 2001 collectively resulted in 153 deaths and around $11.94 billion in damage."
32,"The season ended on November 30, 2001."
33,"Tropical cyclogenesis began in June, with Tropical Storm Allison forming just offshore Texas on June 5."
34,"After Allison transitioned into an extratropical cyclone on June 17, no further activity occurred until Tropical Depression Two developed on July 11."
35,"However, the depression dissipated the following day."
36,"Another break in activity ensued, which ended on August 2, when Tropical Storm Barry formed in the Gulf of Mexico."
37,"August featured two other tropical storms, Chantal and Dean."
38,"Five systems formed in September, of which four become a hurricane, while one remained a tropical depression."
39,"October featured an equal number of systems, of which all five attained at least tropical storm intensity."
40,"One, Hurricane Iris, attained the highest sustained winds of any storm in 2001, at 145 mph(230 km/h), and devastated southern Belize on October 9."
41,"Another, Hurricane Michelle, attained the lowest barometric pressure of any storm that year, at 933 mbar(27.55 inHg), and cut a path of destruction across Cuba on November 4."
42,"Two additional systems developed in November, Hurricane Noel and Hurricane Olga."
43,"Olga dissipated on December 4, ending seasonal activity."
44,"The season's activity was reflected with an accumulated cyclone energy(ACE) rating of 110, above the 1950–2000 average of 96.1."
45,"ACE is, broadly speaking, a measure of the power of the hurricane multiplied by the length of time it existed, so storms that last a long time, as well as particularly strong hurricanes, have high ACEs."
46,"It is only calculated for full advisories on tropical systems at or exceeding 39 mph(63 km/h), which is the threshold for tropical storm status."
47,"-Systems-
--Tropical Storm Allison--
A tropical wave over the northwestern Gulf of Mexico developed into Tropical Storm Allison at 12:00 UTC on June 5 about 140 mi(225 km) south of Galveston, Texas."
48,The cyclone strengthened and peaked with winds of 60 mph(97 km/h) six hours later.
49,"At 21:00 UTC on June 5, Allison made landfall near Freeport, Texas."
50,"It drifted northward through the state, turned to the south, and re-entered the Gulf of Mexico as a tropical depression on June 10."
51,Allison then transitioned into a subtropical depression.
52,"The storm continued towards the east-northeast, made landfall on Louisiana early on June 11, and briefly became a subtropical storm despite being inland."
53,"Crossing the southeast United States and Mid-Atlantic, Allison emerged into the Atlantic at the Delmarva Peninsula on June 17."
54,"After temporarily re-attaining subtropical storm status, Allison interacted with a cold front offshore New England and became extratropical."
55,"Early on June 19, the remnant extratropical low dissipated near Nova Scotia."
56,Allison was the first storm since Tropical Storm Frances in 1998 to affect the northern Texas coastline.
57,A major flood disaster occurred throughout its path from Texas to the Mid-Atlantic.
58,"Houston, Texas, and its vicinity suffered the brunt of the impact, as over 35 in(890 mm) of rain fell there when Allison stalled over southeastern Texas."
59,"In this area, flooding related to Allison destroyed or severely damaged more than 14,000 homes, while at least 51,430 others experienced some degree of damage."
60,"Floodwaters also entered over 95,000 vehicles and 1,700 businesses."
61,"The storm killed 41 people, including 27 who drowned."
62,"Overall, Allison caused about $8.5 billion in damage(2001 USD), making it the costliest and second-deadliest tropical storm on record in the United States."
63,"--Tropical Depression Two--
A tropical wave emerged into the Atlantic from the west coast of Africa on July 7."
64,"Moving westward, the system displayed signs of a weak low-level circulation beginning on July 10, and after deep convection formed on the following day, a tropical depression developed around 18:00 UTC about 1,150 mi(1,850 km) east of the Windward Islands."
65,A subtropical ridge north of the depression caused it to move west-northwestward at roughly 17 mph(27 km/h).
66,"Vertical wind shear prevented the cyclone from intensifying beyond sustained winds of 30 mph(48 km/h) and an atmospheric pressure of 1,010 mbar(30 inHg), with dissipation occurring late on July 12 approximately 690 mi(1,110 km) east of the Windward Islands."
67,The remnant tropical wave reached the Lesser Antilles on July 13 and July 14.
68,"--Tropical Storm Barry--
On July 24, a tropical wave moved off the coast of Africa and tracked westward."
69,"The wave entered the Caribbean Sea on July 29 and gained in organization and convection, before reaching the Gulf of Mexico on August 1."
70,"By the following day, a tropical depression developed about 200 mi(320 km) west-northwest of Key West, Florida, and soon strengthened into Tropical Storm Barry."
71,"After fluctuations in intensity, including when it weakened to a tropical depression on August 4, the system attained peak winds of 70 mph(110 km/h) in the Gulf of Mexico late on August 5."
72,"Around 05:00 UTC on the next day, Barry made landfall near Santa Rosa Beach, Florida, at the same intensity."
73,"The storm weakened to a tropical depression over southern Alabama about seven hours later, before degenerating into a remnant low over Mississippi early on August 7."
74,The remnant low continued north-northwestward until dissipating over Missouri on August 8.
75,"The storm affected Florida; rainfall peaked at 8.9 in(230 mm) at Tallahassee, and winds gusts topped out at 79 mph(127 km/h)."
76,"Three people in Florida were killed by the storm, and total damage is estimated at $30 million(2001 USD)."
77,"--Tropical Storm Chantal--
On August 11, a tropical wave emerged into the Atlantic from the west coast of Africa."
78,"Moving generally westward, the wave organized into a tropical depression about 1,500 mi(2,400 km) east of the Windward Islands on August 14."
79,The depression moved rapidly westward and degenerated into an open wave sometime on August 16 while still well east of the Windward Islands.
80,"However, after reaching the southeast Caribbean, a circulation re-developed while the system was situated 290 mi(470 km) south of Saint Croix on August 17."
81,"With tropical storm-force winds, the system was reclassified as Tropical Storm Chantal."
82,The cyclone strengthened to reach sustained winds of 70 mph(110 km/h) twice in the Caribbean.
83,"Early on August 21, Chantal made landfall near the Belize–Mexico border at that intensity."
84,"The cyclone weakened to a tropical depression over Campeche on August 22, before dissipating over Tabasco several hours later."
85,The tropical wave associated with Chantal caused two deaths in Trinidad due to a lightning strike.
86,"In Belize, abnormally high tides along the coast damaged piers and seawalls."
87,"The storm produced a wind gust of 71 mph(114 km/h) in Caye Caulker, although stronger winds were possible in a convective band to the north."
88,Winds and flooding due to heavy rainfall left damage to agricultural and infrastructural sectors.
89,"Overall, Belize suffered nearly $4 million in damage."
90,"Heavy rain fell in parts of Mexico, particularly in Quintana Roo, with up to 20.03 in(509 mm) observed at Othón P. Blanco."
91,"This led to mudslides, leaving some areas isolated."
92,"--Tropical Storm Dean--
Between August 14 and August 15, a large tropical wave passed over Dakar, Senegal."
93,The wave gradually acquired convection as it moved westward across the Atlantic.
94,"While crossing the Leeward Islands on August 22, a reconnaissance aircraft observed tropical storm-force winds and a surface circulation."
95,"Thus, Tropical Storm Dean developed at 12:00 UTC near Saint Croix."
96,"After crossing the Virgin Islands and entering the Atlantic, strong wind shear caused Dean to degenerate into an open tropical wave near the Bahamas on August 23."
97,"The remnants turned northward, and redeveloped on August 26 to the north of Bermuda."
98,"Located over warm waters and in an area of favorable conditions, Dean steadily strengthened while moving to the northeast and peaked just below hurricane status on August 28."
99,"The storm subsequently weakened over cooler waters, and became extratropical southeast of Newfoundland later that day."
100,A frontal low absorbed the extratropical system on August 29.
101,"The precursor wave associated with Dean dropped heavy rainfall in the Lesser Antilles, particularly in Puerto Rico."
102,"There, up to 12.7 in(320 mm) of precipitation fell in Salinas, causing widespread flooding in the eastern and southern portions of the main island."
103,"Floodwaters inundated many highways and entered 1,320 homes."
104,Damage in Puerto Rico totaled about $7.7 million.
105,"In the U.S. Virgin Islands, winds downed some trees, caused power outages, and damaged a few roads."
106,"Later, Dean produced tropical storm-force wind gusts and light to moderate rainfall in Bermuda and Newfoundland."
107,"--Hurricane Erin--
A westward-moving tropical wave quickly organized into a tropical depression about 690 mi(1,110 km) of the Cape Verde Islands around 18:00 UTC on September 1."
108,"By early the next day, the depression intensified into Tropical Storm Erin and reached an initial peak with winds of 60 mph(97 km/h) on September 3."
109,"However, two days later, wind shear caused Erin to degenerate into a remnant low-pressure area."
110,"Erin re-generated into a tropical depression by 18:00 UTC on September 6 and re-intensified into a tropical storm about 24 hours later around 635 mi(1,020 km) north-northeast of the northernmost Leeward Islands."
111,The cyclone strengthened into a hurricane on September 9 while moving northwestward.
112,The hurricane quickly intensified and reached peak winds of 120 mph(190 km/h) later that day.
113,Short-wave troughs turned Erin to the northeast by September 11.
114,"After passing just east of Cape Race, Newfoundland, Erin became extratropical on September 15."
