index,sentences
0,"Severe Tropical Storm Ampil, known in the Philippines as Severe Tropical Storm Inday, was a tropical cyclone that caused moderate damage in the Ryukyu Islands and East and Northeast China in late-July 2018."
1,"The tenth named storm of the annual typhoon season, Ampil developed into a tropical depression east of Luzon on July 17."
2,The system gradually strengthened over the following days amid a marginally favorable environment and became a severe tropical storm late on July 19 as it moved northwest.
3,"Maintaining its strength, Ampil passed over Okinawa Island from July 20 to 21."
4,"Thereafter, Ampil weakened slightly while crossing the East China Sea, before making landfall in Shanghai, China, on July 22."
5,The system weakened slowly over land and degraded to a tropical depression on July 23.
6,"The system turned eastwards as it continued weakening over land, diminishing to a remnant low on July 25 and dissipating fully a day later over the Russian Far East."
7,"Ampil produced gusty winds across the Ryukyu Islands from July 20 to 21, causing disruptions to transport and businesses."
8,Moisture extending from Ampil also caused thunderstorms in Fukuoka.
9,"From July 22 to 25, Ampil generated heavy rains across much of East and Northeast China, affecting more than 2.3 million people and causing record-breaking flooding within the watershed of the Songhua River."
10,"About 387,000 people were evacuated from coastal areas in Shanghai, Jiangsu, and Zhejiang."
11,"Transport was severely disrupted, with 600 flights into Shanghai canceled and ferries and rail services suspended."
12,A person in Shandong was killed by a fallen tree.
13,"About 7,200 houses were damaged or destroyed, while 169,000 hectares(420,000 acres) of cropland were damaged."
14,Direct economic losses reached ¥1.63 billion(US$246 million).
15,"-Meteorological history-
A broad area of disturbed weather developed within the monsoon trough on July 15 roughly 1,215 km(755 mi) south-southeast of Okinawa."
16,The Japan Meteorological Agency(JMA) declared that the system consolidated into a tropical depression at 12:00 UTC on July 17.
17,"The system initially moved east-northeastwards around a ridge near the Equator, while gradually organizing amid generally favorable upper-level wind patterns and high sea surface temperatures of 29–30 °C(84–86 °F)."
18,"As the system was located within the Philippine Area of Responsibility, the Philippine Atmospheric, Geophysical and Astronomical Services Administration(PAGASA) gave the depression the local name Inday at 03:00 UTC on July 18."
19,"Just hours later, the JMA stated that the depression became a tropical storm at 12:00 UTC and named it Ampil; the Joint Typhoon Warning Center(JTWC) made a similar declaration six hours later."
20,"The recently named tropical storm was large and asymmetric – a large rainband extended over the southern half of the system, while the low-level circulation center was exposed."
21,"Intensification was slow as upper-level winds restricted outflow in Ampil's northern half, preventing thunderstorms from developing there."
22,"This left the low-level circulation elongated, hindering quicker consolidation of the system."
23,"On July 19, Ampil began to turn northwestwards as a strong subtropical ridge to the north began to dominate the steering pattern."
24,"Later on July 19, the unfavorable upper-level winds diminished slightly and allowed thunderstorms to develop over Ampil's center of circulation, resulting in it becoming well-defined."
25,"The JMA reported that Ampil became a severe tropical storm at 18:00 UTC, as its 10-minute sustained winds increased to 95 km/h(60 mph)."
26,The system's central pressure also dropped to an estimated 985 hPa(mbar; 29.09 inHg).
27,"Ampil then maintained this intensity for the next two days due to the limiting effect of surrounding dry air, while continuing to track northwestwards."
28,"In the meantime, Ampil exited the Philippine Area of Responsibility at 18:00 UTC on July 20, and passed over Okinawa Island during the night of July 20 to 21."
29,"According to the JMA, weakening took place on July 22 as the storm's winds decreased slightly; conversely the JTWC stated that Ampil's 1-minute sustained winds increased to 100 km/h(65 mph) at 00:00 UTC."
30,"Around 04:30 UTC, Ampil made landfall over eastern Chongming Island in Shanghai, becoming only the third tropical cyclone to make landfall in Shanghai since 1949."
31,"The system weakened slowly as it pushed inland, degrading to a tropical depression on July 23."
32,"The depression turned northwards then eastwards while moving over Northeast China on July 24, before degenerating to a remnant low-pressure area by 00:00 UTC on July 25."
33,The leftover system eventually dissipated over the Russian Far East while still inland by 12:00 UTC on July 26.
34,"-Preparations and impact-
--Japan--
On July 20, the JMA issued a storm warning(Japanese: 暴風警報) for Okinawa Island."
35,"The warning was canceled the next day, after Ampil passed the island."
36,Kitadaitōjima recorded wind gusts of 113 km/h(70 mph).
37,A total of 29 people were evacuated in Okinawa Prefecture.
38,"Adverse weather conditions caused 106 flights and 112 sailings to be canceled from July 20 to 21, affecting almost 15,000 people."
39,The Okinawa Urban Monorail suspended operations for the morning of July 21.
40,The Okinawa Prefectural Museum and the Urasoe Art Museum closed for the morning on July 21.
41,Shuri Castle was also closed during a similar time period.
42,Major department stores across Okinawa were closed till about noon on July 21.
43,"Further northeast, moist air from Ampil generated thunderstorms in and around Fukuoka."
44,"A lightning strike damaged the runway at Fukuoka Airport, forcing it to close for an hour and resulting in 70 flights being canceled."
45,"Lightning also disrupted signaling along the Kagoshima Main Line and Kashii Line, while heavy rains caused the Hitahikosan Line to temporarily suspend services."
