index,sentences
0,"Severe Tropical Storm Kompasu, known in the Philippines as Severe Tropical Storm Maring was a very large and deadly tropical cyclone that affected the Philippines, Taiwan, and southeast China in early October 2021."
1,"Part of the 2021 Pacific typhoon season, Kompasu originated from an area of low pressure east of the Philippines on 6 October 2021."
2,The Japan Meteorological Agency(JMA) classified it as a tropical depression that day.
3,"A day later, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) classified it as a tropical depression, naming it Maring."
4,"The cyclone was initially heavily disorganised, competing with another vortex, Tropical Depression Nando."
5,"Eventually, Maring became dominant, and the JMA reclassified it as a tropical storm, naming it Kompasu."
6,"Kompasu made landfall in Cagayan, Philippines, on 11 October 2021, and two days later, the storm made landfall in Hainan, China."
7,The cyclone dissipated on 14 October 2021 while located over Vietnam.
8,The storm impacted many areas previously affected by Tropical Storm Lionrock a few days prior.
9,"Kompasu killed 46 people and 21 others were missing, majority of them were in the Philippines."
10,The country also reported a damage of ₱8.3 billion(US$163 million).
11,Total damage caused by the storm was US$545 million.
12,"-Meteorological history-
At 18:00 UTC(Coordinated Universal Time) on 6 October 2021, the JMA noted that an area of low pressure embedded within a large monsoonal circulation had formed to the north of Palau."
13,The system developed into a tropical depression at 00:00 UTC of the next day.
14,"At 09:00 UTC(17:00 PHT) on 7 October, PAGASA issued its first bulletin for the depression, and assigned it the name Maring."
15,"The JMA also noted the persistence of another, nearby tropical depression to its Northeast, later named Nando."
16,"As it is embedded in the same monsoonal depression and due to its proximity, Nando began to merge with Maring, and therefore formed a very broad and large circulation at a diameter of 1900 km, beating Lekima of 2007 by 200 km."
17,"This prompted the JMA to upgrade the overall system to a tropical storm, and was named Kompasu."
18,"However at that time, the JTWC still considered the system as two separate disturbances and issued separate TCFAs later in the day for both depressions, albeit noting the possibility of merging."
19,The JTWC later considered the entire system as merged with their first warning for Kompasu.
20,"At midnight of 11 October, the JMA upgraded it to a severe tropical storm, as it attained good cloud characteristics."
21,"At 12:10 UTC(20:10 PHT) on 11 October, Kompasu made landfall on Fuga Island, Cagayan, as a severe tropical storm."
22,"At 05:00 PHT of 13 October(21:00 UTC of 12 October), the PAGASA issued its final bulletin as its exited the PAR and continued towards Hainan."
23,"Between 03:00 and 09:00 UTC of 13 October, Kompasu had made landfall over the east coast of Hainan."
24,"By 18:00 UTC, the JMA downgraded it to a tropical storm, as it crossed the entire island and entered the Gulf of Tonkin, as its convection had rapidly weakened because of the rough terrain of the island."
25,"At 09:00 UTC of the next day, the JTWC issued its final warning followed by downgrading to a tropical depression, as its convection had diminished and the low-level circulation center had been weakened significantly because of the increasing vertical wind shear and dry air, despite not making landfall over northern Vietnam."
26,The JMA issued its final warning after downgrading it to a tropical depression at 18:00 UTC.
27,"-Preparations and impact-
--Philippines--
Around 2,000 people were evacuated as a precaution."
28,"On 12 October, the governments of Baguio, Ilocos Sur, and Pangasinan cancelled school and suspended work in government offices."
29,"According to the National Disaster Risk Reduction and Management Council(NDRRMC), the storm affected 1,203,448 people in the regions of Ilocos, Cagayan Valley, Central Luzon, Calabarzon, Mimaropa, Caraga, Western Visayas, and the CAR."
30,The Department of Public Works and Highways reported that 15 national roads and highways nationwide were impassable due to flooding attributed to Maring(Kompasu) and Tropical Depression Nando.
31,"The NDRRMC reported that a total of 42 people died, 16 people were still missing, and five people were injured."
32,"Of the dead, nine people died in landslides in Benguet and five died in flash floods in Palawan."
