index,sentences
0,Severe Tropical Cyclone Raja was a tropical cyclone that holds the 24-hour rainfall record of 674.9 mm(26.57 in) for the French Overseas Territory of Wallis and Futuna.
1,The system was first noted by the Fiji Meteorological Service(FMS) as a weak tropical disturbance northeast of Tokelau in mid-December 1986.
2,"The system developed further as it moved southwest over the next few days, and it was classified as Tropical Cyclone Raja on 23 December."
3,The newly named system slowed and unexpectedly recurved southeast towards the French territory of Wallis and Futuna on 24 December.
4,"Over the next two days, Raja interacted with what would become Severe Cyclone Sally and executed a tight loop, passing within 55 km(35 mi) of Futuna."
5,"The system peaked as a Category 3 severe tropical cyclone on 28 December, with estimated 10-minute sustained winds of 90 mph(150 km/h)."
6,"The storm turned southwest the next day and threatened Fiji, where it passed within 20 km(10 mi) of Vanua Levu and near(or over) several smaller islands in the Lau group during the following day."
7,Raja gradually weakened over the next few days as it moved south of Fiji; it was last noted on 5 January 1987 after it filled up over the north Tasman Sea.
8,"Raja caused one death as it impacted the island nations of Tuvalu, Wallis and Futuna, Tonga and Fiji."
9,"Gusty winds and rough seas associated with the system caused extensive damage to crops, coastal installations and buildings in Tuvalu, and flooded low-lying areas."
10,"The island of Futuna was the worst hit, with crops, coastal installations and buildings damaged or destroyed by the system."
11,"Raja affected the main islands of Fiji twice between 24 and 30 December, and was responsible for the worst flood of the Labasa River since 1929."
12,"As a result of the damage to Fiji and portions of Polynesia, the name Raja was retired from the South Pacific naming lists."
13,"-Meteorological history-
The South Pacific convergence zone was active in the middle of December 1986, with a mid-latitude upper-level trough of low pressure which extended into the tropics."
14,A westerly wind burst between Tokelau and Kanton Island resulted in a tropical disturbance developing to the northeast of Tokelau.
15,"The Fiji Meteorological Service(FMS) began to monitor the disturbance as a shallow tropical depression on 21 December, when the system was about 280 km(175 mi) east of the island of Funafuti, Tuvalu."
16,"At that time, the system was beyond the range of any reporting stations; its circulation was weak and ill-defined, which meant that there was considerable uncertainty about the location of its center."
17,"The depression moved southwest and passed near the Tuvaluan atoll of Nukufetau, as it slowly deepened and organised over the next 36 hours."
18,"After the system was named Tropical Cyclone Raja by the FMS on 23 December; the United States Naval Western Oceanography Center(NWOC) initiated advisories on the system and designated it as Tropical Cyclone 04P. During that day, the system slowed as it approached Rotuma; the subtropical ridge of high pressure weakened, and widespread falling pressure was recorded across the Pacific."
19,Raja then unexpectedly re-curved southeast and began moving towards the French territory of Wallis and Futuna on 24 December.
20,"Satellite imagery the next day indicated that the system had developed an eye, and it passed within 55 km(35 mi) of Futuna."
21,"Raja reached hurricane strength on 26 December, as it slowed and began to interact with what would become Severe Tropical Cyclone Sally."
22,"Over the next two days, Raja approached to within 1,110 km(690 mi) of Sally in an anticlockwise cyclonic loop as it continued to intensify."
23,"The system also passed about 110 km(70 mi) southeast of Futuna, as it re-curved east and began to threaten Fiji."
24,"The FMS estimated on 28 December that Raja had peaked with 10-minute sustained winds of 90 mph(150 km/h), which made it a Category 3 severe tropical cyclone on the Australian tropical cyclone intensity scale."
25,"The system turned southwest that day, in response to a trough of low pressure developing over(and south of) Raja and Sally."
26,"It passed within 20 km(10 mi) of Cikobia and Udu Point on Vanua Levu on 29 December, before it passed over or near several smaller Fijian islands in the Lau Group while beginning to turn south."
27,"The NWOC estimated that Raja had peaked in intensity at this time with one-minute sustained wind speeds of 105 mph(165 km/h), which made it equivalent to a Category 2 hurricane on the Saffir-Simpson hurricane wind scale."
28,"Over the next few days, Raja gradually weakened as it moved over cooler waters south of Fiji and its outflow became restricted before it degenerated into a depression during 1 January."
29,"The depression subsequently passed under a subtropical jet and moved west, where it became part of a blocking pattern over New Zealand."
30,"The system was last noted on 5 January, after filling over the north Tasman Sea."
31,"-Effects-
Severe Tropical Cyclone Raja was responsible for a single death as it impacted Fiji and parts of Polynesia, before its name was later retired from the South Pacific lists of tropical cyclone names."
32,"When the FMS began monitoring Raja as a tropical depression on 21 December, they issued a tropical cyclone alert for Tuvalu."
33,"Although the system moved southwest and affected Tuvalu as expected, it failed to deepen as quickly as anticipated."
34,"However, its strong, gusty winds and high seas caused extensive damage to crops, coastal installations and buildings and flooded low-lying areas on the island nation."
35,"Raja was expected to begin moving southeast after it passed near Rotuma on 24 December, which prompted the FMS to issue a tropical cyclone alert for the Tongan islands of Niuafoʻou and Keppel."
36,"Gale warnings were issued on 25 December for the two islands and remained in place until 28 December, when the system had turned southwest and moved well away from the islands."
37,"A tropical cyclone alert was issued for the islands of southern Tonga on 29 December, when the possibility arose that Raja would turn southeast and affect central and southern Tonga."
38,A gale warning was subsequently issued for Tongatapu and the Nomuka group of islands before all warnings for Tonga were cancelled on 30 December.
39,"--Wallis and Futuna--
Raja impacted the French overseas territory of Wallis and Futuna on 25–29 December, and was responsible for one death as well as extensive damage to the islands' crops, coastal installations and buildings."
40,A storm warning was issued by the FMS for Futuna on 24 December and remained in place until 28 December while the system made a cyclonic loop near the island.
