,sentences
0,Tropical Storm Doria was the costliest tropical cyclone in the 1971 Atlantic hurricane season.
1,"The fifth tropical storm of the season, Doria developed from a tropical wave on August 20 to the east of the Lesser Antilles, and after five days without development it attained tropical storm status to the east of Florida."
2,"Doria turned to the north, and reached peak winds of 65 mph(105 km/h) as it was making landfall near Morehead City, North Carolina."
3,"It turned to the northeast, and moved through the Mid-Atlantic and New England as a tropical storm before becoming an extratropical storm over Maine on August 29."
4,"In North Carolina, Doria produced moderate rainfall, resulting in localized flooding and damage."
5,"The storm spawned a tornado near Norfolk, Virginia, damaging twelve houses and downing hundreds of trees."
6,"Tropical Storm Doria dropped heavy precipitation in New Jersey, peaking at 10.29 inches(261 mm) in Little Falls."
7,"The rainfall led to record-breaking river levels and flooding in several houses, resulting in damage to dozens of houses across the state."
8,Moderate damage and rainfall continued along its path into New England and southeastern Canada.
9,"In all, Tropical Storm Doria caused seven deaths and $147.6 million(1971 USD, $1.15 billion 2025 USD)."
10,"-Meteorological history-
On August 15, a tropical wave moved off the coast of Africa, and tracked westward while slowly organizing."
11,"On August 20, subsequent to the development of a low-level circulation, an area of convection along the wave developed into a tropical depression while located about 1,000 miles(1,600 km) east-northeast of Grenada."
12,"Initially failing to organize further, the depression moved to the west-northwest, and on August 23, it passed through the northern Lesser Antilles."
13,"The depression moved to the north of Puerto Rico, Hispaniola, and the Bahamas, and began to show further signs of organization on August 25."
14,"After briefly weakening on August 26, the depression re-strengthened while turning to the north, and attained tropical storm status on August 27 while located 230 miles(370 km) east of Daytona Beach, Florida."
15,"After reaching tropical storm status, Doria quickly intensified as its wind field expanded while moving northward."
16,"The minimum central pressure quickly dropped, as well, and late on August 27, Doria reached its peak intensity of 65 mph(105 km/h) while making landfall on North Carolina near Morehead City."
17,"The storm maintained its peak winds as it moved north-northeastward through North Carolina, and weakened slightly to a 60 mph(97 km/h) tropical storm after entering Virginia on August 28."
18,"Doria turned to the northeast, passing through the Chesapeake Bay and Delmarva Peninsula before entering southern New Jersey."
19,"It paralleled the state a short distance inland, and after moving through New York City Doria became extratropical over northwestern Maine on August 29."
20,The extratropical remnant continued northeastward until losing its identity near the border of New Brunswick and Quebec in Canada.
21,"-Impact-
--Southeast United States and Virginia--
Doria passed near or through the northern Caribbean Islands and the Bahamas as a tropical depression, though effects, if any, are unknown."
22,"Tropical Storm Doria passed about 160 miles(260 km) east of Charleston, South Carolina, though its large wind field produced 22 mph(35 km/h) winds in the town."
23,"The storm also dropped light rainfall of up to 1.75 inches(44 mm), and resulted in a storm tide of 5.7 feet(1.7 m) above the mean low water level."
24,"Upon making landfall in North Carolina, Doria produced a storm tide of 2 feet(0.61 m) above normal at Cape Fear."
25,"Sustained winds in the state peaked at 41 mph(66 km/h) in Hatteras, while gusts reached 69 mph(111 km/h) in Atlantic Beach."
26,"In most areas, wind damage was minimal."
27,"Tropical Storm Doria dropped moderate rainfall across the state, including a report of 4.17 inches(106 mm) in Cape Hatteras."
28,Over 5 inches(130 mm) of rain fell around the Albemarle Sound and near New Bern.
29,"The rainfall led to flooding and mudslides, which blocked roads and highways."
30,"In localized areas, the flooding caused severe damage to roads and houses."
31,Flooding from Doria also damaged water and sewage systems.
32,Rainfall in the state persisted for two weeks after the passage of Doria.
33,"In Virginia, the storm produced a storm tide of 3.6 feet(1.1 m) above normal in Norfolk."
34,"Sustained winds peaked at 60 mph(97 km/h) in Langley Air Force Base, while gusts reached 71 mph(114 km/h) in Norfolk."
35,"The bands of the storm spawned an F1 tornado near Portsmouth and Chesapeake, damaging twelve homes and downing hundreds of trees."
36,"Damage from the tornado amounted to $250,000(1971 USD$, 1.94 million 2025 USD)."
37,"Rainfall from Doria was moderate, peaking at 6.44 inches(164 mm) at a location 2 miles(3.2 km) south-southeast of Halifax."
38,One person drowned in Alexandria when she fell into a draining ditch.
39,"The storm severely damaged a large warehouse in Norfolk, as well."
40,"Damage in Virginia totaled $375,000(1971 USD$, 2.91 million 2025 USD)."
41,"Floodwaters from Doria clogged sewage systems near Norfolk, Virginia with sand and silt."
42,"This forced the sewage to be dumped into the Chesapeake Bay, resulting in the closure of several beaches for days."
43,"--Mid-Atlantic states--
Tropical Storm Doria dropped 3.85 inches(98 mm) of rain in Washington National Airport in Washington, D.C. In Maryland, the storm resulted in tides 2.7 feet(0.82 m) above normal in Fort McHenry."
44,"Rainfall in the state peaked at 4.39 inches(112 mm) in Baltimore, while wind gusts reached a maximum of 63 mph(101 km/h) at the United States Coast Guard station in Ocean City."
