index,sentences
0,"Near the end of 2012, a massive storm complex developed that produced both a tornado outbreak and a blizzard across the southern and eastern United States."
1,"On Christmas Day 2012(December 25), a tornado outbreak occurred across the Southern United States."
2,This severe weather/tornado event affected the United States Gulf Coast and southern East Coast over a two-day span.
3,It occurred in conjunction with a much larger winter storm event that brought blizzard conditions to much of the interior United States.
4,"In total, 31 tornadoes were confirmed by the National Weather Service in five states from Texas to North Carolina."
5,"All but one of the tornadoes that occurred during the outbreak touched down on December 25, with the other occurring the following day in North Carolina."
6,Two of the tornadoes were destructive enough to be rated EF3 on the Enhanced Fujita Scale.
7,"At least 16 people died as a result of the related blizzard, and thousands were without power."
8,"There were 63 preliminary local storm reports received for tornadoes, including 60 in four states on December 25 alone."
9,"Significant tornadoes included a long–tracked EF3 that moved across areas of Mississippi and an EF2 that moved through Mobile, Alabama."
10,"The Mobile tornado damaged many homes, businesses, a hospital, and a high school, with estimated damages totaling $1.35 million."
11,"-Meteorological synopsis-
On December 24, the Storm Prediction Center(SPC) issued a moderate risk of severe weather, valid for the following day, as conditions became favorable for severe weather."
12,"The moderate risk covered an area stretching from west-central Louisiana to west-central Alabama and was expanded south and west on December 25 to include cities such as Port Arthur, New Orleans, and Mobile."
13,"From a meteorological standpoint, the outbreak was caused by a vigorous upper-level trough that moved southeast into Texas from the Rocky Mountains on the evening of December 24, becoming a powerful, negatively-tilted shortwave trough on December 25."
14,"In response to the shortwave trough, a surface low formed over south-central Texas by 1200 UTC that morning."
15,"Warm, moist air near the surface flowed northward along a warm front extending east from the surface low along the gulf coast on the morning of December 25."
16,"Meanwhile, a cold front and dry line had formed to the southwest of the surface low and advanced eastward through the morning, providing a source of lift for convection to form in eastern Texas."
17,"Initially, the convection congealed into a quasi-linear convective system while over northeast Texas and western Louisiana, with only a few tornadoes touching down in these areas."
18,"Later in the afternoon, enough energy associated with the advancing shortwave trough allowed for the formation of discrete tornadic supercells ahead of the advancing squall line in Louisiana, southern Mississippi, and southern Alabama, and around the same time, the SPC issued a Particularly Dangerous Situation(PDS) tornado watch for extreme eastern Louisiana, southern and central Mississippi, and western Alabama."
19,"Southerly winds near the surface increased, providing strong low-level and deep layer wind shear needed for these cells, which would later produce tornadic activity."
20,"By late-evening, most storms had congealed into a squall line and weakened due to waning instability."
21,"In the early morning of December 25, a mix of rain and snow began to develop as the upper-level trough began to interact with low-level moisture from the Gulf of Mexico."
22,The system intensified as it moved across the southern plains and into the Mississippi Valley on Christmas Day.
23,"The system was able to pull in cold arctic air, causing snow and freezing rain in the south, leading to a rare ""White Christmas"" event for that portion of the country."
24,"As the system moved through the Tennessee Valley overnight into December 26, heavy snow continued in the Ohio Valley."
25,"A number areas in the Ohio Valley region, including Dayton, Ohio and Miamisburg, Ohio, and other locations, like Arkansas, also experienced thundersnow."
26,"As the day progressed, the system brought snow into the Great Lakes region, and a new low pressure center began to develop in North Carolina."
27,"Environment Canada also reported that the system began impacting Ontario that day, bringing heavy snow to the province."
28,"The system moved into the Northeast early December 27, with the upper-level trough moving just off the coast of the Delmarva Peninsula."
29,"At this point, the storm reached its lowest reported central pressure of 987 mb(29.15 inHg)."
30,"As the day progressed, the system began to weaken, with the pressure rising, as it continued to move to the northeast, impacting New England, as the system tracked toward the Canadian Maritimes overnight into December 28."
31,"That same day, Environment Canada reported heavy and blowing snow over Montreal, Quebec."
32,"Early on December 28, the system moved through Nova Scotia, bringing heavy rain and snow before it moved out over the Atlantic Ocean."
33,"During the next couple of days, the system slowly moved into the Atlantic Ocean, before accelerating eastward across the Atlantic on December 30."
34,"On December 31, the winter storm was absorbed by another extratropical cyclone, just northwest of the United Kingdom."
