,sentences
0,"Hurricane Laura was a deadly and destructive tropical cyclone that is tied with the 1856 Last Island hurricane and 2021's Hurricane Ida as the strongest hurricane on record to make landfall in the U.S. state of Louisiana, as measured by maximum sustained winds."
1,"The twelfth named storm, fourth hurricane, and first major hurricane of the record-breaking 2020 Atlantic hurricane season, Laura originated from a large tropical wave that moved off the West African coast on August 16 and became a tropical depression on August 20."
2,"Laura intensified into a tropical storm a day later, becoming the earliest twelfth named storm on record in the North Atlantic basin, forming eight days earlier than 1995's Hurricane Luis."
3,"Laura first hit the Lesser Antilles and brushed Puerto Rico as a tropical storm, then moved across the island of Hispaniola, killing 31 people in Haiti and four in the Dominican Republic."
4,"The storm then moved across the length of Cuba, prompting tropical storm warnings and the evacuation of more than 260,000 people there."
5,"Subsequently, the outer rainbands extended into the Florida Keys and South Florida."
6,"Laura then moved across the Gulf of Mexico, strengthening slowly at first, before a period of rapid intensification on August 26."
7,"That day, Laura became a major hurricane, and later attained its peak 1-minute sustained winds of 150 mph(240 km/h), making it a Category 4 hurricane."
8,"The approaching storm prompted the issuing of many warnings and watches for Louisiana, as well as the evacuation of many people."
9,"Early on August 27, Laura made landfall near peak intensity on Cameron, Louisiana."
10,"Measured by windspeed, Laura was the tenth-strongest U.S. hurricane on record to made landfall in the U.S. The effects of Laura across Louisiana were devastating."
11,Nearly 10-foot high storm surge was recorded in Cameron Parish.
12,Numerous parishes had severe flooding and extreme damage to houses.
13,"Several roads had to be closed, and drivers were advised to use different routes."
14,The storm caused the deaths of 30 people in the state alone.
15,Texas and Arkansas were struck notably hard as well.
16,The storm caused the deaths of at least 41 people in the United States.
17,An estimated $23.3 billion in damages was inflicted  on southwestern Louisiana and southeastern Texas near the Gulf of Mexico.
18,"After landfall, Laura caused significant wind damage in southwest and central Louisiana before becoming a tropical storm later that day."
19,It weakened further to a tropical depression over Arkansas the next day.
20,"On August 29, Laura degenerated into a remnant low over Kentucky, before being absorbed into another extratropical storm near the East Coast of the U.S. shortly afterward."
21,"Overall, Laura caused more than $23.3 billion in damage and 81 deaths."
22,"Areas that were affected by Laura, namely the Gulf Coast, were affected again six weeks later by Hurricane Delta."
23,"-Meteorological history-
On August 16, 2020, a tropical wave along the eastern end of a monsoon trough emerged off the west coast of Africa over the Atlantic Ocean."
