,sentences
0,"Very Severe Cyclonic Storm Luban() was the third tropical cyclone to affect the Arabian Peninsula during the 2018 North Indian Ocean cyclone season, after cyclones Sagar and Mekunu in May."
1,"Luban developed on October 6 in the central Arabian Sea, and for much of its duration, maintained a general west-northwestward trajectory."
2,"On October 10, the India Meteorological Department(IMD) upgraded Luban to a very severe cyclonic storm – equivalent to a Category 1 hurricane – and estimated maximum sustained winds of 140 km/h(85 mph)."
3,"The storm made landfall on October 14 in eastern Yemen, as a cyclonic storm."
4,"The storm quickly weakened over the dry, mountainous terrain of the Arabian Peninsula, before dissipating on October 15."
5,"Upon moving ashore, Cyclone Luban produced flooding rains in Somalia, Oman, and Yemen."
6,"The cyclone killed 14 people in Yemen, when heavy rainfall cut off villages and damaged roads."
7,Damage in the country was estimated at US$1 billion.
8,"In Oman, desert rainfall caused a small locust outbreak."
9,"Luban coexisted with Very Severe Cyclonic Storm Titli in the Bay of Bengal, marking the first time since 1971 that two storms of such intensity were active at the same time in the North Indian Ocean."
10,"-Meteorological history-
On October 4, an upper-level low persisted over the southeast Arabian Sea."
11,"That day, the American-based Joint Typhoon Warning Center(JTWC) first mentioned an area of scattered convection southwest of India as an area for potential tropical cyclogenesis, due to projections from tropical cyclone forecast models."
12,The convective system was located in the warm waters of the Arabian Sea in an area of low wind shear.
13,"The circulation slowly became more defined, developing a low-pressure area on October 5."
14,"On October 6, the India Meteorological Department(IMD) designated the system as Depression ARB 04."
15,"A day later, the agency upgraded the system to a deep depression, and on October 8, the IMD upgraded it further to Cyclonic Storm Luban."
16,"On the same day, the JTWC initiated advisories on Luban, giving it the designation Tropical Cyclone 05A.
By that time the JTWC initiated advisories, Luban had rotating rainbands around a persistent central area of thunderstorms, with good outflow to the north."
17,"The circulation became better defined over time, steered generally west-northwestward by a subtropical ridge to its north."
18,"On October 9, the IMD upgraded Luban to a severe cyclonic storm, as the thunderstorms continued to bloom over the circulation."
19,"A day later, the IMD upgraded Luban further to a very severe cyclonic storm, with maximum sustained winds of at least 120 km/h(75 mph), equivalent to a hurricane."
20,"Luban coexisted with Very Severe Cyclonic Storm Titli, marking the first time since 1977 that two storms of such intensity were active at the same time in the North Indian Ocean."
21,"The JTWC also upgraded Luban to the same intensity on October 10, noting the development of an eye feature."
22,Both the IMD and the JTWC estimated that Luban attained a peak winds of 140 km/h(85 mph).
23,They also forecasted that the storm would continue its general trajectory and strike the Arabian Peninsula.
24,"Caught between two ridges, Luban moved slowly toward the Arabian Peninsula."
25,"The slow movement caused upwelling, which cooled the waters, thus weakening the cyclone despite otherwise favorable conditions."
26,The central core of convection diminished and became restricted to the eastern side of the circulation.
27,"On October 13, thunderstorm activity increased over the center, signaling some re-intensification."
28,"Luban again weakened as it approached land, affected by the cooler water and air temperatures."
29,"On October 14, around 06:00 UTC, Luban made landfall in eastern Yemen, about 30 km(20 mi) south of Al Ghaydah, with winds of 75 km/h(45 mph)."
30,"The storm rapidly weakened over the dry and mountainous terrain, degenerating into a well-marked low on October 15."
31,"-Preparations, impact, and aftermath-
The IMD advised fishermen not to go into deep waters of the Arabian Sea and the Gulf of Aden."
32,Omani officials closed schools and recommended that residents in the storm's path to avoid low-lying areas.
33,"As Luban made landfall, the storm dropped heavy rainfall in southern Oman that caused flash flooding."
34,Dalkout reported a 24-hour precipitation total of 145 mm(5.71 in) and Salalah of 138 mm(5.43 in).
35,"The rains created temporary lakes between desert dunes, which produced a small locust outbreak."
36,"To the south of the center, the outer rainbands of Luban dropped rains in Puntland, Somalia."
37,Cyclone Luban struck Yemen in the midst of a civil war and a cholera outbreak.
38,"The United Nations Population Fund moved 1,250 rapid response kits to coastal areas of Yemen in anticipation of Luban's landfall."
39,Medical teams also moved to the region on standby in preparation for storm victims.
40,"Luban dropped heavy rainfall upon moving ashore, reaching 290 mm(11 in) in Al Ghaydah; there, wind gusts reached 102 km/h(63 mph)."
41,"Luban caused about US$1 billion in damage in Yemen, with the worst effects in Al Mahrah Governorate, where about 90% of the infrastructure was damaged."
42,"The storm killed 14 people in the country, and 124 people were injured, with 10 people missing."
43,"About 8,000 people were left homeless because of Luban."
44,"Storm damage forced 2,203 families to leave their houses, using 38 schools for shelter."
45,"Flooding washed away thousands of livestock, and damaged Yemen's coastal roads and bridges, which disrupted relief efforts."
46,"Dirt roads were washed away, isolating seven villages and about 3,000 people."
47,"The port of Nishtun was closed during the storm, but was reopened in the subsequent weeks."
48,"In Al-Masilah, flooding damaged or destroyed 62 houses."
49,"The storm damaged the hospital in Qishn District, forcing all workers to evacuate, and shutting down the facility for at least a week."
50,The storm damaged about 90% of the power grid in Al Ghaydah.
51,Many areas lost access to clean water after wells were destroyed.
52,"The Yemeni Red Crescent operated search and rescue missions, with help from a helicopter sent by Saudi Arabia."
53,"In the storm's aftermath, various governments and non-governmental organizations provided emergency supplies to residents affected by Luban."
54,"The King Salman Relief Centre sent two trucks from Aden to the worst affected areas to distribute tents, blankets, and mattresses."
55,The Oman Charitable Organization sent seven trucks with food and other supplies to eastern Yemen.
56,"The World Health Organization sent three tons of medical supplies, including kits for cholera, malaria, and general trauma."
57,"About 10 days after the storm struck, the Emirates Red Crescent reconnected seven villages after clearing debris and restoring the dirt roads."
58,Al Mahrah Governorate allocated ﷼‎2 billion(US$2.55 million) for repairing public facilities.
59,"-Notes-

== References =="
