,sentences
0,"Hurricane San Roque was a destructive tropical cyclone in August 1893 that principally affected Puerto Rico, eastern New England, and Atlantic Canada."
1,"Its informal name in Puerto Rico arises from the feast day of Saint Roch, or San Roque in Spanish, which coincided with the hurricane's landfall on that island."
2,It was the third known hurricane of the 1893 Atlantic hurricane season.
3,The system was first observed on August 13 at low latitudes east of the Lesser Antilles.
4,"It grew to be a powerful, slow-moving hurricane in the Caribbean Sea, and on August 17 struck Puerto Rico at the equivalence of Category 3 on the modern-day Saffir–Simpson scale."
5,The eye crossed the island from southeast to northwest in about seven hours.
6,"A prolonged period of strong winds caused widespread destruction on the island, most notably along the northern coast."
7,"Large numbers of homes sustained varying degrees of damage, with flimsy shacks belonging to poor workers faring the worst; many families were left homeless, and four people were killed."
8,Telegraph communications were severed across the island.
9,"In addition to the intense winds, several days of heavy rainfall in interior sectors triggered extensive river flooding."
10,"The combined effects of rain and wind destroyed fields of crops, most notably coffee and sugar cane."
11,"On August 19, the hurricane began to turn northeastward, accelerate, and gradually weaken."
12,"Although its center remained far from the United States, heavy rainfall and gale-force winds overspread the country's East Coast on August 20 and 21."
13,"Eastern New England experienced conditions akin to a particularly bad nor'easter, with winds as high as 72 mph(116 km/h) recorded on Block Island."
14,"Across Rhode Island and Massachusetts, grain crops were flattened and orchards were stripped of their fruits."
15,"The racing yacht Volunteer was badly damaged, and a fishing schooner sank off Nantucket; only one of the seven crew members managed to survive, by clinging to debris for 33 hours."
16,"Later that day, the now-rapidly moving cyclone made landfall in Nova Scotia."
17,"Damage to utility wires in Halifax cut power and communications services, and a child was killed by a downed power line."
18,"The storm wrought havoc on ships and boats throughout Atlantic Canada, becoming ""one of the most notorious marine storms in the history of Nova Scotia""."
19,"The greatest maritime tragedy was the wreck of the steamship Dorcas and its barge, Etta Stewart, which struck a rocky shoal while underway east of Halifax."
20,"Dorcas capsized and was driven ashore, while the barge broke up in the pounding surf."
21,"All crew members and passengers on the two vessels, totaling 24 people, were killed."
22,"Two more people died when their boat sank on Trinity Bay in Newfoundland, for a storm total of 37 fatalities."
23,"-Meteorological history-
Because of scarce meteorological observations, little is known about Hurricane San Roque's early history."
24,"According to contemporaneous accounts, it most likely originated in the Intertropical Convergence Zone off the northern coast of South America."
25,"In the Atlantic hurricane database, its formation as a tropical storm is entered on August 13, corresponding with the first observation of the system, about 730 mi(1,170 km) east of Trinidad and Tobago."
26,"It crossed the Lesser Antilles island arc on August 15, passing between Dominica and Guadeloupe."
27,"The intensifying cyclone moved toward the northwest and by 18:00 UTC on August 16, it was centered very close to St. Croix."
28,"Upon receiving the first report of the storm from Saint Thomas, the U.S. Weather Bureau issued a special bulletin relaying the current position of the hurricane, forecasting its recurvature by August 21, and advising shipping interests to take necessary precautions."
29,"At 00:00 UTC on August 17, the cyclone made landfall near Patillas, Puerto Rico, as the equivalent of a Category 3 major hurricane on the modern-day Saffir–Simpson scale."
30,"Modern reanalysis efforts estimated the intensity at landfall through the severity of wind damage in Puerto Rico, which was consistent with F2 on the Fujita scale."
31,"The eye was marked by a period of stark calm as it crossed the island such that during its passage, some people believed the storm to be over."
32,"At San Juan, to the north of the center path, barometric pressure fell to 987.8 mbar(29.17 inHg)."
33,"Approximately seven hours after moving ashore, the center exited Puerto Rico between Isabela and Quebradillas."
34,"On August 18, weather stations along the Atlantic coast of the Southeastern U.S. started to register the hurricane's distant influence."
35,It passed over or close to the Turks and Caicos Islands.
36,"While situated northeast of the Bahamas on August 19, the hurricane began its recurvature to the north and ultimately northeast."
37,"Late on August 20 and into the following day, gales and heavy rainfall overspread the Mid-Atlantic and Northeast coasts."
38,"The hurricane weakened as it gained latitude and early on August 21, it passed approximately 185 mi(300 km) east of Cape Hatteras."
39,"Later that day, the accelerating storm passed within 150 mi(240 km) of Nantucket."
40,"At 00:00 UTC on August 22, it was one of four active hurricanes in the Atlantic Ocean, and the first of three to impact the U.S. East Coast in the span of eight days; Hurricane Four would strike western Long Island on August 24, and Hurricane Six ravaged the Sea Islands on August 28 before moving northward along the Eastern Seaboard."
41,"Though some modern researchers catalogued the system as a hurricane on its final approach to Nova Scotia, the official Atlantic hurricane reanalysis project found no conclusive evidence of hurricane-force winds in Canada."
42,"In the early morning hours of August 22, the storm made landfall in Nova Scotia via St. Margarets Bay, as an extratropical cyclone."
43,Its northeasterly path placed greater Halifax in the typically intense right-front quadrant of the storm center; this would not be repeated until Hurricane Juan in 2003.
44,"After rapidly crossing Nova Scotia, the extratropical system impacted the island of Newfoundland."
45,Its remnants continued eastward into the North Atlantic for several more days; its documented course ends on August 25.
46,"-Impact-
The intensifying hurricane brought stormy conditions to the Lesser Antilles from Martinique to the Virgin Islands."
47,"In Saint Thomas, boats and docks were damaged, trees were blown down, and houses were unroofed."
48,"--Puerto Rico--
For the first time in Puerto Rico's history, warning flags were used to alert the public of the approaching hurricane."
49,"Officials in San Juan first hoisted cautionary red flags during the mid-morning on August 16, upgraded three hours later to more urgent yellow and blue signals, and finally to black flags to mark the cyclone's onslaught."
50,"By mid-afternoon the Port of San Juan was closed; although orders were given to evacuate ships from the port, the short notice and lack of available tugboats meant some vessels had to ride out the storm at anchor, exposed to the elements."
51,Ships at dock were required to be unloaded of their cargo.
52,"When the severity of the hurricane became clear, local officials ensured moorings were secure and orchestrated the positioning of ships to minimize risk of collisions."
53,"Bus and tram services were suspended as conditions worsened, leaving many residents unable to reach their homes for the night."
54,"On the night of August 16–17, winds of 55 mph(89 km/h) and 50 mph(80 km/h) were recorded in San Juan and Mayagüez, respectively, before both recording anemometers were blown away."
