index,sentences
0,Tropical Storm Hermine was a near-hurricane strength tropical cyclone that brought widespread flooding from Guatemala northwards to Oklahoma in early September 2010.
1,Hermine was the only known tropical cyclone to cross over into the North Atlantic basin in the satellite era.
2,"Though it was named in the western Gulf of Mexico, Hermine developed directly from the remnant low-pressure area associated with the short-lived Tropical Depression Eleven-E in the Eastern Pacific."
3,"Throughout its lifespan, the storm caused 52 direct deaths and roughly US$740 million in damage to crops and infrastructure, primarily in Guatemala."
4,"The precursor tropical depression formed on September 3 in the Gulf of Tehuantepec and neared tropical storm intensity before making landfall near Salina Cruz, Mexico, on the next day."
5,"Though the depression quickly weakened to a remnant low, the disturbance crossed the Isthmus of Tehuantepec and tracked north into the warm waters of the Gulf of Mexico, where it reorganized into a tropical cyclone once again on September 5."
6,"There, the system quickly strengthened into a tropical storm and received the name Hermine before moving ashore near Matamoros, Mexico on September 7 as a high-end tropical storm."
7,"Over the next few days, Hermine weakened as it moved over the U.S. Southern Plains, eventually dissipating over Kansas on September 10."
8,"In the Eastern Pacific, Tropical Depression Eleven-E, along with moisture from a monsoonal flow, brought torrential rains to southern Mexico and Guatemala."
9,At least 84 people were killed in the two countries and damage exceeded $500 million.
10,"In northern Mexico, the effects of Tropical Storm Hermine were limited."
11,"Further north, severe flooding affected large parts of Texas and Oklahoma, killing eight people and leaving at least $240 million in losses."
12,"Despite the deaths and damage, the name Hermine was not retired."
13,"-Meteorological history-
In August 2010, a tropical wave in the eastern Atlantic contributed to the formation of Hurricane Danielle; Danielle eventually tracked west and then northward before dissipating south of Newfoundland after ten days."
14,"However, the southern portion of the disturbance became disassociated with Danielle's development and tracked west into Northern South America, reaching the East Pacific on August 29."
15,"Thunderstorm activity was confined over Central America until September 2, when showers developed over and around the Gulf of Tehuantepec."
16,The National Hurricane Center(NHC) first assessed a low probability of tropical cyclogenesis at 00:00 UTC the following day.
17,"Throughout September 3, the disturbance quickly developed in the gulf before a wind circulation at the surface beneath the system was detected; thus, the NHC designated the developing system as a tropical depression at 18:00 UTC that day when the storm was 115 mi(185 km) southeast of Salina Cruz, Mexico."
18,"Following formation, Eleven-E moved slowly towards the northwest and developed a well-pronounced inner rainband late on September 3."
19,"At 06:00 UTC the next day, the depression peaked with winds of 35 mph(55 km/h) before making landfall an hour later east of Salina Cruz."
20,"The cyclone's organized appearance on radar, which included a developing primordial eye, suggested that the depression was near tropical storm intensity at the time of landfall."
21,"A ship documented tropical storm-force winds during this period, but as they were well removed from the storm, it is believed that these stronger winds were associated with a nearby monsoonal wind flow."
22,"After moving inland, the depression quickly deteriorated and became a remnant low-pressure area by 18:00 UTC on September 4 over the Isthmus of Tehuantepec."
23,"Though the mountainous terrain of Oaxaca and Chiapas greatly disrupted Tropical Depression Eleven-E's organization and led to its demise, the former cyclone's mid- and lower-level circulations remained intact as they moved into the Bay of Campeche."
24,"New and intense convection arose as soon as the vortex moved back over open water on September 4, hours after Eleven-E's declassification."
25,"Over the next day, the area of thunderstorms, initially disorganized, coalesced into a tropical depression once again in the southern Bay of Campeche at 18:00 UTC on September 5."
26,"Twelve hours after formation, the NHC upgraded the system to tropical storm status following conclusive reports from a nearby buoy."
27,"As a result, the tropical cyclone was named Hermine."
28,Steady intensification continued as Hermine gravitated towards the Texas-Mexico border.
29,Thunderstorm activity increased during the morning of September 6 as they continued to wrap around the center of the storm.
30,"Later that day, an eye was detected using radar imagery based in Brownsville, Texas, though the storms surrounding it remained rather meager."
31,"At 02:00 UTC on September 7, Hermine made landfall near Matamoros, Mexico with maximum sustained winds of 70 mph(110 km/h) and a minimum barometric pressure of 989 mbar(hPa; 29.21 inHg); this was the cyclone's peak intensity."
32,"After moving ashore, Hermine slowly weakened and moved northward into Texas."
33,"At 00:00 UTC on September 8, the weakening tropical cyclone degenerated to tropical depression strength near Mason, Texas."
34,"However, Hermine's gusts remained much stronger than its sustained winds."
35,"Shortly after the downgrade, the NHC transferred its cyclone monitoring responsibilities to the Hydrometeorological Prediction Center(HPC)."
36,"By that time, the weakening storm had lost most of its tropical cyclone characteristics, with a long line of thunderstorms extending southwards and paralleling Interstate 35."
37,"Hermine was determined to have weakened to a remnant low-pressure area over Oklahoma at 18:00 UTC on September 9, before dissipating over Kansas on the next day."
38,"-Preparations-
Prior to Hermine's landfall, officials in Mexico issued evacuations orders for parts of northern Tamaulipas."
39,"An estimated 3,500 people heeded these warnings."
40,"In Texas, the State Operations Center held a conference in relation to Tropical Storm Hermine to discuss emergency plans."
41,Six flood rescue teams were placed on standby; Mass Care and American Red Cross were prepared to set up shelters; ten Texas Military high-profile vehicles along with UH60 and CH47 helicopters were on standby for potential flood relief efforts.
42,"By the afternoon of September 6, much of southern Texas was under a flash flood watch due to the threat of torrential downpours."
43,Tornado watches extended from the coastline to northern Texas along the right side of the storm.
44,"As Hermine produced heavy rains from Texas to Missouri, the National Weather Service issued flash flood warnings for many areas."
45,"At one point, the entire state of Oklahoma was placed under a flash flood watch and most of the southeastern counties were under warnings."
46,"-Impact-
--Central America--
Across Guatemala, heavy rains associated with a monsoonal flow and Tropical Depression Eleven-E triggered numerous landslides across the country."
47,"Along the Inter-American Highway, 41 people were killed after consecutive landslides buried a bus and rescue workers trying to pull survivors out of the trapped vehicle."
48,The initial landslide killed 12 people in the bus.
49,"Hundreds of rescuers came to the site to try to save as many people as possible; however, a second landslide struck the same spot, burying hundreds of people."
50,"According to press reports, at least 41 people died along the highway and more than 100 others are believed to be dead."
51,"Throughout the country, officials stated that 30 landslides took place."
52,One of these killed four more people after destroying their home in Quetzaltenango.
53,"Throughout the country, damage was estimated at $500 million."
54,Heavy rains in Costa Rica associated with the system triggered a landslide that killed three people and displaced hundreds.
55,"--Mexico--
Heavy impact was reported in southern Mexico, and several rivers overflowed their banks in the coast Oaxaca and thus a red(high) alert was issued."
56,"A total of 50,000 people were affected from the depression in Mexico."
57,At least 46 people are known to have been killed throughout Oaxaca.
58,"The system produced locally heavy rains in Veracruz, with a peak measurement of 13.6 in(350 mm) in Alvarado."
59,"In northern Mexico, rainfall over 3 in(76 mm) was confined to coastal areas."
60,"Throughout northern Tamaulipas tropical-storm-force winds downed trees, power lines and damaged several structures."
61,Sustained winds of 53 mph(85 km/h) and gusts of 67 mph(108 km/h) were recorded in Matamoros.
62,At least 20 homes were damaged throughout the city; no loss of life or injuries took place.
63,"--United States--
Throughout Hermine's track in the United States, the storm produced heavy rainfall, especially along the east side of the system."
64,"After weakening to a depression, Hermine produced torrential downpours over the Texas hill country, peaking at 16.37 in(416 mm) in Georgetown."
65,"Additional heavy rains fell in Oklahoma, Arkansas and as far east as Kentucky."
66,"In these states, rainfall peak at 13.42 in(341 mm), 9.81 in(249 mm) and 6.7 in(170 mm) respectively."
67,"Scattered areas of moderate to heavy rain also felled in Louisiana, Missouri, Illinois and Mississippi."
68,"In all, the storm resulted in eight fatalities, seven in Texas and one in Oklahoma, as well as an estimated $240 million in damage."
69,"---Texas---
In Texas, strong winds were recorded in Harlingen where sustained winds reached 59 mph(95 km/h) and gusted to 73 mph(117 km/h)."
70,"Elsewhere in Texas, large portions of the state east of where Hermine's center tracked recorded gale-force-winds."
71,"Along the coast, the system also brought a storm surge, peaking at 3.4 ft(1.0 m) in Port Aransas."
72,Damage over the lower Rio Grande Valley was generally minor.
73,"Some trees and power lines were knocked down as a result of the high winds, resulting in power outages over the area."
74,"About 30,000 customers lost power at one time or another during the storm in the region."
75,The hardest hit were in Cameron and Willacy Counties.
76,"In central Texas, an estimated 100,000 residences were left without power, mainly in Bexar County, due to downed trees."
77,"According to surveys of the region, roughly 300 trees were downed by the storm."
78,"In Georgetown, where the heaviest rain fell, RV parks and nearby I-35 were flooded, prompting a few evacuations."
79,"Throughout the state, hundreds high water rescues had to be made by rescue teams."
80,Some areas recorded flood waters up to 5 ft(1.5 m) deep.
