index,sentences
0,"In 2016, deadly floods hit Ethiopia, leaving at least 200 people dead and over 200,000 people homeless as seasonal rains come early to the country."
1,"The majority of these deaths occurred in the city of Jijiga while elsewhere, heavy downpours of rain were reported with more floods expected in the next few days."
2,The floods are reportedly at higher levels than other flood travesties than that of previous years.
3,"-Background-
--Flood Events in Ethiopia--
Ethiopia has extensive experience in flash floods and river floods."
4,"The identified historical flood event years(1988, 1996, 1998, 2006, 2010, 2012, and 2016) in the country were also known as La Niήa episodes."
5,"--Flood Area Description--
Ethiopia has 12 basins, of which 8 are basins, 1 is a lake basin with perennial rivers and 3 are dry basins."
6,Most major rivers are of a transboundary nature and cross-border.
7,Many parts of these river basins are affected by prominent flash floods and river floods.
8,"--State of Flood--
The characteristics of heavy precipitation and distribution, as well as the preconditions of hydrological variables(soil moisture content, groundwater and surface water level), play an important role in the physical change of flood influence factors."
9,"--Climate and the Flood--
Typically, La Nina events are associated with higher-than-normal rainfall between June and September in central and highland Ethiopia, leading to flooding."
10,"Commonly, these La Nina events in Ethiopia were preceded by the drought effects of El Nino events."
11,"The El Nino phenomenon
La Nina episodes
--2016 Ethiopia Flood--
In 2016, some areas in the Horn of Africa experienced flood events following the 2015 El Nino(drought) events."
12,"In Ethiopia, the 2016 flood event occurred with heavy Kiremt rains and caused many localized flash floods, landslides, and overflowing of rivers in Lower Omo Valley, Dire Dawa, Amhara, Afar, Somali, Tigray, Gambella, Oromia, and Harari regions."
13,"-Geographical and Physical Impact-
Thousands of individuals living within the flooded areas have little shelter or food and are exposed to terrible weather, with the danger of contracting diseases."
14,The floods have also killed livestock and destroyed large areas of farmland.
15,"--Impacts on Water Resources--
According to NAPA(2011), the water resources sector will be affected by climate change through a decrease in river run-off, a decrease in energy production, as well as increased floods and droughts."
16,"Consequently, the ecosystem, which is the source of rain and water resource, will be affected."
17,Rainwater scarcity would affect the aquatic life by deteriorating the quality and quantity of a water body.
18,"--Impacts on Food Availability--
Because of irregular rainfall and droughts the country is experiencing deficits in food production in several areas, and likely increase in acute weather events, amplified aridity and a decrease in precipitation, range resources and soil moisture will escalate the situation."
19,The availability of food has become a major bottleneck for millions of households in many parts of Ethiopia due to the repeated drought cycles and disparity in rainfall.
20,"Agro-pastoral and pastoral households, which are reliant on livestock for their livelihoods, also suffer severe asset losses during droughts."
21,"--Impacts on Settlement and Infrastructure--
Climate variability, including extreme events such as storms, floods and sustained droughts, has marked impacts on settlements and infrastructure."
22,"Indeed, for urban planners, the biggest threats to localized population concentrations posed by climate variability and change are often expected to be from little-characterized and unpredictable rapid-onset disasters such as storm surges, flash floods and tropical cyclones(Freeman, 2003)."
23,"Negative impacts of climate change could create a new set of refugees, who may migrate into new settlements, seek new livelihoods and place additional demands on infrastructure(IPCC, 2007)."
24,"-Direct Impact of Floods in Ethiopia-
Floods in Ethiopia have direct environmental and socio-economic impacts; these include the impact of pollution on the environment and the socio-economic impact of damage to people's homes and economic property."
25,"--Casualties to People and Property--
According to statistics, nearly 20,000 families were displaced in Ethiopia in 2016 due to floods and unusual disasters that occurred in various parts of the country."
26,"Heavy rains triggered floods and landslides in Oromia and the southern part of the country, resulting in at least 202 deaths."
27,"More than 1,000 cattle were also killed and 559 hectares of crops were damaged."
28,"--Exacerbating the Consequences of Drought--
The drought and floods of the same year affected almost all sectors in Ethiopia, with the loss of crops and livestock and the impact of reduced water resources being significant."
29,"Among them, the Tigray, Afar and Somali regions were severely affected, as the drought caused the death of almost 50% of the livestock in the region and affected 24%, 25% and 21% of the population respectively."
30,"--Contributing to the Spread of Disease--
Floods in Ethiopia often lead to infectious diseases, vector-borne diseases, malnutrition, mental health problems and damage to health infrastructure."
31,"Floods exacerbate the spread of diarrhoeal diseases due to poor sanitation, inadequate water supply and poor monitoring and detection."
32,"At the same time, floods have had a direct impact on the epidemiological pattern of malaria in Ethiopia because they create many breeding grounds for mosquitoes."
33,"-Health Impacts on Ethiopians-
The onslaught of floods poses a serious threat to the health of Ethiopians."
34,"Examples include direct deaths, injuries, infectious diseases, non-communicable diseases, psychosocial health and malnutrition."
