,sentences
0,Tropical Storm Erika was one of the deadliest and most destructive natural disasters in Dominica since Hurricane David in 1979.
1,"The fifth named storm of the 2015 Atlantic hurricane season, Erika developed from a westward-moving tropical wave while well east of the Lesser Antilles."
2,"Hostile conditions, including dry air and wind shear, inhibited significant development, and Erika failed to acquire sustained winds beyond 50 mph(80 km/h)."
3,"Contrary to predictions of a northwesterly recurvature, the cyclone persisted on a westerly course and passed through the Leeward Islands and emerged over the Caribbean Sea on August 27."
4,"Erika succumbed to adverse conditions the following day, dissipating as a tropical cyclone near the Dominican Republic."
5,"The remnant system persisted for several more days, moving into the northeastern Gulf of Mexico, before dissipating over Georgia on September 3."
6,"Several islands experienced heavy rainfall during the passage of Erika, especially Dominica."
7,"The storm's asymmetric structure, coupled with the mountainous terrain of the island and ample moisture aloft, led to rainfall accumulations up to 33 in(850 mm)."
8,"With grounds already saturated from antecedent rainfall, tremendous runoff quickly overwhelmed river basins and triggered catastrophic floods."
9,"Accompanying mudslides worsened the situation, temporarily damming the rivers before collapsing."
10,Hundreds of homes were left uninhabitable and thousands of people were displaced; the entire town of Petite Savanne was evacuated and subsequently abandoned as a result of the storm.
11,"All told, 30 people died across the island in the nation's worst disaster since Hurricane David."
12,The storm's devastating effects in Dominica prompted an influx of international assistance.
13,Aid from multiple nations and intergovernmental organizations poured in to assist victims of the storm.
14,"Thousands of homes needed to be built or repaired, including 500–1,000 for the relocation of all of Petite Savanne's residents."
15,"Recovery in Dominica was halted in September 2017 by Hurricane Maria, a Category 5 hurricane that brought far greater devastation on the island."
16,"In Guadeloupe, heavy rainfall in the vicinity of Basse-Terre caused flooding and mudslides, forcing roads to temporarily close."
17,"Approximately 250,000 people in Puerto Rico were left without electricity."
18,The island experienced US$17.37 million in agricultural damage.
19,"In the Dominican Republic, a weather station in Barahona measured 24.26 in(616 mm) of rain, including 8.8 in(220 mm) in a single hour."
20,"About 823 homes suffered damage and 7,345 people were displaced."
21,"Five people died in Haiti, four from a weather-related traffic accident and one from a landslide."
22,"Total damage from Erika is estimated to be over US$500 million, with US$482.8 million in Dominica alone."
23,"-Meteorological history-
On August 20, 2015, the National Hurricane Center(NHC) began monitoring a tropical wave over western Africa, near the Atlantic shore."
24,The disorganized system emerged over the Atlantic Ocean several hundred miles southeast of the Cape Verde Islands the following day.
25,"Moving quickly west, the system bypassed the Cape Verde Islands to the south on August 22, but remained largely disorganized."
26,"A sharp trough developed within expanding deep convection on August 23, though a well-defined circulation did not consolidate."
27,Organization of the low improved throughout the day as environmental conditions favored tropical cyclogenesis.
28,The trough acquired gale-force winds the following day and finally developed a closed circulation by 18:00 UTC.
29,"The formation of a closed low marked the transition into a tropical cyclone; accordingly, the system was classified as Tropical Storm Erika, the fifth named storm of the annual hurricane season."
30,"Upon its designation, Erika was situated roughly 1,035 mi(1,665 km) east of the Lesser Antilles."
31,"The storm maintained a brisk westward trajectory, steered by a subtropical ridge to the north."
32,"At the time of Erika's classification, forecast models diverged significantly on the potential future of the storm."
33,Statistical guidance and the HWRF depicted a hurricane while the ECMWF and GFS showed a weaker system due to increasing wind shear.
34,The models that intensified the storm indicated a more northerly track while those that kept it weaker had the system continuing along a westward course.
35,"Accordingly, the NHC noted low confidence in their five-day forecast for Erika."
36,"This uncertainty ultimately reflected in above-average forecast errors when compared to all tropical cyclones, but roughly average for weak, poorly organized systems."
37,"Throughout August 25 and into early August 26, the convective organization of Erika fluctuated due to wind shear and entrainment of dry air, periodically leaving the center of circulation devoid of convection."
38,"Early on August 27, Erika managed to intensify slightly, attaining its peak intensity with maximum sustained winds of 50 mph(80 km/h) and a barometric pressure of 1,001 mbar(29.6 inHg)."
