,sentences
0,"The February flood of 1825, also known in Germany as the Great Hallig Flood(Große Halligflut), was a devastating flood that occurred from 3 to 5 February 1825 on the North Sea coast in which about 800 people were drowned."
1,"The flood devastated farmland in the region, causing an economic crisis."
2,"Particularly affected was the North Sea coast of Jutland, Slesvig and Germany."
3,"The sand spit Agger Tange was broken through, and the Limfjord got its western opening to the sea."
4,"Henceforth, North Jutland has been an island."
5,"In North Frisia, the unprotected islets, known as Halligen, were hit."
6,Many dykes had already been damaged in November the year before by a severe storm surge.
7,The island of Pellworm was completely flooded.
8,"In East Frisia, the town of Emden was particularly hard hit."
9,"However, because the levees in the East Frisian area had been raised significantly in many places in the preceding years, the number of casualties, about 200, was smaller than it might have otherwise been."
10,"In the Netherlands, the February flood was the worst natural disaster of the 19th century."
11,"Most of the dead and the worst damage occurred in Groningen, Friesland and Overijssel."
12,"The reaction at national level was quite similar to that during the Flood of 1953, but the former event was surprisingly quickly forgotten once the damage had been repaired and had no political or engineering consequences."
13,The disaster of 1953 finally allowed a law on Delta Works to be passed for a significant improvement of coastal protection.
14,"The flood has been recorded in the Diary of Jan Kruys, by the first Mayor of the town of Vriezenveen, Overijssel(1767-1830):
""The 4th and 5th of this month have been disastrous for numerous residents of this province, as well as many others abroad."
15,"People and cattle have drowned, especially in the towns around the South Sea, like Elburg, Kampen, Mastenbroek etc."
16,"The government has taken measures to support the victims."""
17,"The Groningen epidemic of 1826, probably caused by a rare outbreak of malaria tropica, was partly the result of the extensive floods and has also been described by Jan Kruys in his diary."
