index,sentences
0,The Mississippi River and its tributaries have flooded on numerous occasions.
1,This is a list of major floods.
2,"-Flood of March 1543-
Hernando de Soto's party was passing through a village at the confluence of the Mississippi River and Arkansas River on March 18."
3,The ensuing flood only allowed passage by canoe and inundated fields surrounding the town.
4,The flooding according to Garcilaso de la Vega lasted for 80 days with the crest on the 40th day.
5,"-1684 Flood-
The French explorer, La Salle, recorded a Mississippi River flood in 1684."
6,"-Flood of 1734–35-
From December to June the City of New Orleans was inundated."
7,"-Flood of 1788-
In July, severe flooding of the Mississippi River resulted from a hurricane landfall."
8,"-Flood of 1809-
All of the lower Mississippi River was inundated by flooding."
9,"-Flood of 1825-
The flood of 1825 is the last known inundation of New Orleans due to spring flooding."
10,"-Great Flood of 1844-
The largest flood ever recorded on the Missouri River and Upper Mississippi River in terms of discharge."
11,This flood was particularly devastating since the region had few if any levees at the time.
12,Among the hardest hit were the Wyandot who lost 100 people in the diseases that occurred after the flood.
13,The flood also is the highest recorded for the Mississippi River at St. Louis.
14,"After the flood, Congress in 1849 passed the Swamp Act providing land grants to build stronger levees."
15,"-Great Flood of 1851-
The flood occurred after record-setting rainfalls across the U.S. Midwest and Plains from May to August, 1851."
16,The State of Iowa experienced significant flooding extending to the Lower Mississippi River basin.
17,"Historical evidence suggest flooding occurred in the eastern Plains, from Nebraska to the Red River basin, but these areas were sparsely settled by white settlers in 1851."
18,Heavy rainfall also occurred in the Ohio River basin.
19,"In June, major flooding on the Mississippi River was experienced."
20,"-Great Mississippi Flood of 1874-
Heavy spring rains caused the Mississippi River to overflow, breaching levees and flooding enormous swathes of the Lower Mississippi Valley."
21,The flooding began in February and only began to recede on May 20.
22,"According to the New Orleans Daily Picayune of May 3, thirty-one of Louisiana's fifty-three parishes(home to some 375,000 people) were entirely or partially underwater."
23,The Picayune also reported that breaches at Hushpakana[sic.]
24,"and Bolivar, Mississippi, had ""transformed the Yazoo Valley into an inland lake."""
25,"Mayor Louis A. Wiltz of New Orleans published a circular on May 30 addressed to ""the Mayors of thirty-four large American cities"" seeking contributions of cash and provisions for relief efforts."
26,"In the circular, the Flood of 1874 was described as the highest on record."
27,"It also included the observations of former U.S. Surveyor General for Louisiana William J. McCulloh, who estimated that a total of 12,565,060 acres had been flooded across Louisiana(8,065,000), Mississippi(2,500,000), and Arkansas(2,000,000)."
28,"-Flood of 1882-
Intense spring rain storms beginning on February 19, 1882, led to a rapid rise of the Ohio River and flooding along the river from Cincinnati to St. Louis."
29,"The effects were much more devastating in the Lower Mississippi Valley, with an estimated 20,000 people made homeless in Arkansas alone."
30,"Such was the devastation that, in its wake, Southern Democrats and Midwestern Republicans in Congress hailing from those states afflicted by the flooding made common cause to increase appropriations for the Rivers and Harbor Act to $19 million, $5.4 million of which was earmarked for internal improvements and federal aid to the flooded areas."
31,"While not opposed to internal improvements on principle, President Chester A. Arthur nonetheless vetoed the Act on August 1, 1882."
32,Congress overrode his veto the following day.
33,"-Flood of 1891-
Major flooding in the spring of 1891 on both the Ohio and Mississippi River, causing crevasses(bank and levee failures) in multiple locations of the lower Mississippi River valley, including Robertsonville, Mississippi; Concord, Louisiana; Carrollton(New Orleans), Louisiana; and Amesville(Marrero), Louisiana."
34,"The most devastating of these levee failures was the one located on Ames Farm in Amesville, near present-day Barataria Blvd."
35,"Caused by a farmer that dug a ""rice flume"" to water crops, the breach started on March 16, 1891 and rapidly opened over the course of several days and weeks, expanding to approximately 1,000 feet in width accompanied by a river stage of 14.4 feet."
