,sentences
0,"Typhoon Nalgae, known in the Philippines as Super Typhoon Quiel, was a powerful tropical cyclone that struck the Philippines, and it affected Hainan, China as a weak tropical storm."
1,Nalgae was the eighth typhoon and the fourth super typhoon in 2011.
2,"Forming as the 32nd tropical depression of the season, the system formed on September 26 over the Philippine Sea."
3,"On September 27, it was named Nalgae as it explosively intensified into a typhoon on the next day."
4,Nalgae reached its peak intensity as a Category 4 typhoon on September 30 while it made landfall over Luzon.
5,Nalgae weakened into a tropical storm as it entered the South China Sea on October 1.
6,Nalgae made landfall over the Hainan Island in China on October 4 as it weakened to a tropical depression.
7,Nalgae dissipated on October 5 east of Vietnam.
8,"-Meteorological history-
On September 26, the Japan Meteorological Agency(JMA) started to monitor a weak tropical depression that had developed about 1,260 km(785 mi) to the northwest of Manila in the Philippines."
9,"During that day, while the depression moved towards the northwest its low level circulation centre rapidly consolidated in an area of favourable conditions for further development of the system."
10,This prompted the Joint Typhoon Warning Center(JTWC) to issue a tropical cyclone formation alert on the system early the next day.
11,"However less than 3 hours later, the JTWC decided to issue advisories on the system designating it as Tropical Depression 22W, before the JMA reported that the depression had become a tropical storm and named it Nalgae."
12,The storm slowly drifted to the west and kept on intensifying gradually.
13,"On September 29, microwave imagery showed Nalgae developed an eyelike feature and well defined convective banding in all the quadrants."
14,"The system had a tiny radius of winds, though it was still strengthening significantly and was very well defined."
15,"On the evening of September 28, the JMA reported that Nalgae continued to intensify, as they upgraded it to a severe tropical storm with winds of over 55 knots(102 km/h; 63 mph)."
16,"On that night, the PAGASA initiated advisories on Nalgae, giving it the local name Quiel, as it entered the Philippine Area of Responsibility(PAR)."
17,"On the morning of September 29, the JTWC reported that Nalgae developed a small microwave eye like feature and multiple convective bands wrapped tightly into the center."
18,"Using the Dvorak technique, the JTWC estimated the average 1-minute sustained wind speed of Nalgae to be at 65 knots(120 km/h; 75 mph)."
19,"On that evening, the JMA further upgraded Nalgae to a typhoon."
20,Nalgae continued to drift westwards at approximately 13 knots(24 km/h; 15 mph) and continued to intensify.
21,"On the night of September 29, Nalgae's outflow to the east got more enhanced and the outflow in all other directions remained radial."
22,Nalgae was running west quite quickly because of a strong and a deep subtropical ridge located to the east of the system.
