index,sentences
0,"Hurricane Sam was a powerful and long-lived tropical cyclone that threatened Bermuda, lasting from September 22 through October 7, 2021."
1,"It was the fifth longest-lasting intense Atlantic hurricane, as measured by accumulated cyclone energy, since reliable records began in 1966."
2,"Sam was the eighteenth named storm, seventh hurricane, and fourth major hurricane of the 2021 Atlantic hurricane season."
3,Sam originated from a tropical wave that departed from the western coast of Africa on September 19.
4,"The system developed into a tropical depression on September 22, as upper-level winds gradually became more favorable."
5,"Intensification was initially slow, with the depression strengthening into Tropical Storm Sam a day later."
6,"Soon afterward, the structure of the cyclone quickly improved and rapid intensification began."
7,"Sam strengthened into a hurricane on September 24, and reached Category 4 status late on September 25."
8,"Sam peaked on September 26 as a high-end Category 4 hurricane, with maximum sustained winds of 155 mph(249 km/h) and a minimum central pressure of 927 mbar(27.4 inHg)."
9,"The storm turned towards the northwest early on September 27, as it began to weaken due to an eyewall replacement cycle."
10,"The hurricane weakened to Category 3 intensity later that day, as its structure decayed."
11,Sam regained Category 4 status early on September 28.
12,Another eyewall replacement cycle on September 29 disrupted the storm once more.
13,"A tropical storm watch was issued for Bermuda on September 30, due to the potential for tropical storm conditions."
14,The watch was upgraded to a tropical storm warning later that day.
15,"Sam began to strengthen again on September 30, as the eyewall replacement cycle concluded."
16,"Sam reached a secondary peak on October 1, with winds of 150 mph(240 km/h) and a pressure of 934 mbar(27.6 inHg)."
17,"Around that time, the storm began a northward track."
18,"The hurricane began to weaken on October 2, as a result of increasing vertical wind shear and cooler sea surface temperatures."
19,"Sam finally dropped below major hurricane status on October 3, after nearly eight days."
20,It had remained a major hurricane longer than any Atlantic system since Hurricane Ivan in 2004.
21,"The storm moved east-northeastward to northeastward, and then northward, with increasing forward speed while gradually losing strength, weakening to Category 1 status the following day."
22,"Sam completed its transition into an extratropical cyclone on October 5, after which its remnants meandered over the northern Atlantic, near Iceland and Greenland, before being absorbed by another extratropical system on October 7."
23,"-Meteorological history-
--Origins, development, and peak intensity--
Hurricane Sam originated from a westward tracking tropical wave that departed from the western coast of Africa on September 19."
24,The National Hurricane Center(NHC) had first forecast the possibility of tropical development earlier that day.
25,"Although thunderstorm activity was somewhat organized, the system lacked a closed surface circulation."
26,"Upper-level winds hindered the development of the system over the next day, causing fluctuations in organization."
27,"Thunderstorms became increasingly organized, and an elongated low-level surface circulation developed on September 22."
28,This led to the formation of a tropical depression around 21:00 UTC that day.
29,"At that time, a mid-level ridge located to the north and west was steering the system westward."
30,"The nascent depression was located in a favorable environment both below and aloft, with sea surface temperatures of 82–84 °F(28–29 °C) and low vertical wind shear."
31,Intensification was initially slow; the cyclone's center was still attached to the northern edge of a low-pressure trough and the former's surface circulation was only narrowly closed.
32,"Although the depression had curved rainbands across its northern and western sides, dry air was entraining across its eastern flank."
33,"The depression was upgraded to Tropical Storm Sam at 15:00 UTC on September 23, after its structure improved significantly on both satellite and microwave imagery; the latter showed a banding feature wrapping around 75 percent of the center."
34,"The combination of a favorable environment, Sam's structural improvement, and the alignment of the cyclone's low- and mid-level centers signaled that rapid intensification was imminent."
35,"The storm rapidly intensified shortly after, with an eyewall forming on microwave imagery, as well as, banding features that wrapped around most of its center."
36,Sam became a Category 1 hurricane around 09:00 UTC on September 24.
37,Sam's strengthening then halted for a brief period as dry air degraded the western portion of its core.
38,"The cyclone began to intensify again late on September 24 as the dry air's influence lessened, however, microwave imagery displayed concentric eyewalls, indicating that Sam was undergoing an eyewall replacement cycle."
39,"The storm continued to track west-northwest, however, its forward speed began to decrease as a result of the mid-level ridge moving to the northwest of Sam."
40,"A small, 12-mi(19-km) wide eye emerged on infrared satellite imagery early on September 25, surrounded by a symmetric ring of cold, −94 °F(−70 °C) cloud tops."
41,"Sam was upgraded to a Category 3 major hurricane at 15:00 UTC on September 25, after its eye became mostly cloud-free."
42,The cyclone further strengthened to Category 4 status by 21:00 UTC.
43,"A NOAA Hurricane Hunters reconnaissance aircraft surveying the storm later that day indicated that multiple mesovortices, including some tornadic-scale ones, were present in both the southeastern and northwestern portions of the eyewall; the wind directions were entirely opposite to the normal wind direction in some regions."
44,"Radar from the aircraft displayed that dry air was entraining into the storm, thinning the eyewall in numerous locations."
45,"The hurricane continued to intensify through September 26, with the NHC estimating that Sam's peak probably occurred between 19:00 and 22:00 UTC, likely attaining maximum sustained winds of 155 mph(250 km/h) and a minimum central pressure of 927 mbar(27.4 inHg)."
46,"During that time, the eye had shrunk to a diameter of 8 miles(13 km), and the cold convection surrounding the eye had grown in size."
47,"Likewise, a microwave pass showed a compact, strong eyewall surrounding the small eye."
48,Sam became only the second Category 4 or 5 hurricane on record so far east or south in the Atlantic so late in the year; the first being Lorenzo in 2019.
49,"Despite Sam's intensity, it remained a small storm, with tropical storm-force winds reaching out 80 miles(130 km) from its center."
50,"--Eyewall replacement cycles, threat to Bermuda, and secondary peak--
A subtropical ridge located to the north and northeast of Sam caused it to begin tracking northwestward early on September 27."
51,"At the same time, a second eyewall replacement cycle was causing the cyclone to weaken."
52,The storm's eye had doubled in size and was cloud-filled while convection in the eyewall was irregular and had degraded across Sam's eastern side.
53,"Soon after, Sam's eye disappeared entirely from infrared and visible satellite imagery as a result of the replacement cycle and mid-level dry air intrusions from the west."
54,"The cyclone weakened to Category 3 status around 15:00 UTC, and bottomed out at 120 mph(190 km/h) around 21:00 UTC."
55,"By that time, a new eye had emerged on satellite imagery, surrounded by a ring of −85 °F(−65 °C) cloud tops."
56,"A reconnaissance aircraft found that the cyclone's wind field had increased following the eyewall replacement cycle, with the radius of hurricane-force winds expanding to 40 miles(64 km) and the radius of tropical-storm-force winds increasing to 125 miles(201 km)."
57,"Sam restrengthened into a Category 4 hurricane around 09:00 UTC on September 28, after a ring of colder clouds formed around its eye."
58,The concentric eyewalls that were priorly apparent had fused together in a single eyewall.
59,"Later that day, the storm's structure degraded, with its eye becoming less pronounced in satellite imagery."
60,"Upper-level outflow was reduced in Sam's southwestern region as a result of impinging mid-level dry air, and multiple arcus clouds were radiating outward from the western side of the storm."
61,"Sam strengthened to 140 mph(230 km/h) early on September 29, while its eye warmed and convection in its eyewall cooled."
62,"Shortly after, the cyclone experienced slight weakening as a result of moderate southwesterly wind shear, with Sam's eye becoming cloud-filled and the circulation slanting along the southwest-to-northeast."
63,"However, the convection surrounding the eye had cooled."
64,"Later that day, Sam's overall cloud pattern had improved, however, a Hurricane Hunters reconnaissance aircraft reported that another eyewall replacement cycle was underway."
65,The Bermuda Weather Service issued a tropical storm watch for Bermuda at 09:00 UTC on September 30 due to the potential for the cyclone to bring tropical storm conditions to the island.
66,The watch was increased to a tropical storm warning at 21:00 UTC.
