,sentences
0,"Beginning on July 24, 2022, and lasting for a week, many flash flooding events hit several areas of the United States."
1,"These areas included parts of Missouri and Illinois, especially Greater St. Louis, Eastern Kentucky, Southwest Virginia, parts of West Virginia, and the Las Vegas Valley."
2,"Several rounds of severe thunderstorms began in Missouri on July 24, culminating during July 25 and 26, when St. Louis broke its previous 1915 record for the most rainfall in a span of 24 hours."
3,Governor Mike Parson declared a state of emergency on July 26.
4,"Over one hundred people were rescued from floods, and two people were killed."
5,"Late on July 27 and into July 28, historic flooding began in central Appalachia, particularly in Kentucky, where a state of emergency was declared."
6,"A total of 38 people were killed in Kentucky as a direct result of flooding, with a 39th fatality occurring days later during cleanup efforts and a 40th coming in September during cleanup efforts in Pike County."
7,"Late July 28, another unprecedented flash flooding event occurred in Las Vegas after parts of the city saw over an inch of rainfall."
8,"Much of the Las Vegas Strip became inundated, with roads, casinos, and parking garages being affected and flights being delayed or cancelled."
9,"More flooding continued from July 30 to August 1 in Arizona, including Phoenix and Flagstaff, California, including Death Valley National Park, and again in the same areas of Eastern Kentucky."
10,"In all, 41 people were killed during the flooding events: 39 in Kentucky on July 28 and 2 in Missouri on July 26."
11,"More flooding events continued throughout August, impacting areas such as Death Valley, the Dallas–Fort Worth metroplex, and central Mississippi."
12,A flash flood in Zion National Park in Utah led to one fatality.
13,The Dallas flooding on August 22 led to an additional fatality and four injuries.
14,"-Meteorological synopsis-
On the morning of July 26, the Weather Prediction Center(WPC) issued a moderate risk outlook for excessive rainfall over portions of eastern Missouri and southern Illinois and Indiana associated with an expected band of training thunderstorms over the region."
15,"Later, the National Weather Service issued its first-ever flash flood emergencies for Saint Louis."
16,"By the end of July 26, St. Peters, Missouri recorded a total of 12.8 inches(325.1 mm) of rainfall, while other areas of St. Charles County received over 11 inches(280 mm)."
17,Other parts of Greater St. Louis totaled as much as 10 inches(250 mm) of rain.
18,"Additionally, more than 6 inches(150 mm) of rain fell in the town of Mexico in central Missouri, with similar rainfall totals being reported in southern Illinois."
19,"Parts of Kentucky and West Virginia were affected by flooding on July 26 as well, including Johnson, Magoffin, and Floyd counties in Kentucky and Mingo and McDowell counties in West Virginia."
20,"Training thunderstorms began to form over Eastern Kentucky during the early hours of July 27, producing heavy rainfall periodically throughout the day."
21,"Jackson, Kentucky had its second-wettest day on record(since 1981), with 4.11 inches(104.4 mm) of rain falling."
22,"During the late evening and overnight hours, a more substantial band of heavy rain and thunderstorms moved west to east along a stalled frontal boundary, resulting in subsequent extreme flooding across the counties of Perry, Knott, Breathitt, Letcher, Leslie, Clay, Owsley, Wolfe, Harlan, Johnson, Magoffin, Floyd, and Pike."
23,"Flooding was also reported in Southwest Virginia, in the areas of Wise and Dickenson counties, and the independent city of Norton, which are along the Kentucky border."
24,"On the morning of July 28, the WPC issued a moderate risk outlook for excessive rainfall over portions of Central and Eastern Kentucky and West Virginia."
25,"The rainfall began to move towards West Virginia and central Kentucky the following day, and began to encompass almost all of West Virginia on July 29."
26,"On the morning of July 29, the WPC issued a moderate risk outlook for excessive rainfall, but shifted it into Eastern Kentucky and almost all of West Virginia."
27,"On the morning of July 31, a third moderate risk outlook for excessive rainfall was issued by the WPC over portions of Eastern Kentucky, with more flooding occurring that night over the same areas as four days earlier."
28,"Elsewhere on July 30 and 31, Phoenix and Flagstaff, Arizona, along with rural areas of Arizona and southeast California sustained flooding due to heavy rain associated with the Southwest monsoon."
29,"Near Kingman, over 1 inch(25 mm) of rain fell in approximately 15 minutes on July 31, associated with widespread thunderstorm activity over both states and southern Nevada."
30,"More rainfall impacted the same areas of Eastern Kentucky on July 31 and August 1, leading to renewed flooding in those areas, while areas of eastern Illinois, such as Jasper and Richland counties, picked up as much as 10–12 inches(250–300 mm) of rain from August 1 into August 2."
31,"On the morning of August 2, the Weather Prediction Center issued a moderate risk of excessive rainfall for parts of southern Illinois and Indiana and parts of western Kentucky."
32,"Also on August 2, central Mississippi, including parts of Madison, Yazoo, Holmes, and Attala counties, received as much as 8–10 inches(200–250 mm) of rainfall, causing flooding that impacted roads and homes."
33,"On the morning of August 7, WPC issued a moderate risk for excessive rainfall across portions of northeastern Iowa and southern Wisconsin."
34,"-Impacts-
--St."
35,"Louis area--
---July 26---
30 miles(48 km) of I-70 were closed because of the floods, with some vehicles completely submerged."
36,The Gateway Arch was closed on July 26 due to the flooding.
37,Flood damage to the MetroLink light rail transit system in St. Louis was estimated at $18–20 million.
38,"In St. Peters, ten puppies at an animal rescue shelter died in the flooding."
39,Dardenne Creek in St. Peters rose over 21 feet(6.4 m) into major flood stage over the span of seven hours.
40,"The fire department in St. Louis rescued people from 18 homes, transporting some people and pets out by boat."
41,"Homes in Brentwood and Ladue were threatened by floodwater as well, with some residents evacuating."
42,Two people were killed in the St. Louis area: one in a car that was found submerged in 8 feet(2.4 m) of water and another near Hazelwood found about a mile away from their abandoned tractor-trailer that had been flooded.
43,"St. Louis set a new 24-hour rainfall record at over 9 inches(230 mm), beating the record of 7 inches(177.8 mm) from the 1915 Galveston hurricane."
44,This included 7.08 inches(179.8 mm) in just six hours.
45,"Over 20,000 residents lost power."
46,"Flash flooding extended into Illinois along the I-64 corridor in St. Clair County, and a nursing home was evacuated in Caseyville."
47,"In Belleville, which received approximately 8 inches(200 mm) of rain, multiple roadways were closed due to high water, with a section of one street being washed away."
48,"Residents were assisted from two houses in town, and city parks sustained damage to parking lots, playgrounds, and bathrooms."
49,"Cahokia Heights had 15 to 20 homes with flood damage, along with more flooded streets, and Caseyville had a levee breach, leading to the evacuation of the nursing home."
50,"Other areas, such as East St. Louis and Swansea, had more flooded homes, while more communities escaped with only minor roadway flooding."
51,"--West Virginia--
---July 26---
Flooding on July 26 impacted parts of southwestern West Virginia."
52,"In Mingo County, the Gilbert Creek area along the Kentucky/Virginia/West Virginia border had several homes impacted and several bridges washed out, limiting access to some areas."
53,"More flooding occurred in nearby McDowell County as well, in addition to other areas."
54,"This, combined with additional rainfall and flooding on July 28, led to a state of emergency being declared by Governor Jim Justice for six counties: Mingo, McDowell, Fayette, Greenbrier, Logan, and Wyoming."
55,"Partly as a result of the flooding, Huntington, West Virginia recorded their wettest July on record with 9.41 in(239 mm) of rain."
