,sentences
0,Hurricane How was the only tropical cyclone to make landfall on the United States in 1951.
1,"It was the eighth storm of the season, forming on September 28 in the northwest Caribbean and, after entering the Gulf of Mexico, turned eastward and became a tropical storm."
2,"The storm brought heavy rainfall to Florida, causing flooding and $2 million in damage."
3,"Tropical Storm How later became a hurricane, passing near the Outer Banks of North Carolina where it produced strong winds and high tides."
4,"A ship called the ""Southern Isles"" capsized off Cape Hatteras, killing 17 out of the crew of 23."
5,"Rains and high tides occurred in southeastern New England, before the hurricane moved out to sea and became extratropical."
6,"-Meteorological history-
The origins of Hurricane How were from an easterly wave that organized into a tropical depression, in the western Caribbean Sea on September 28, 1951."
7,"It moved to the north-northwest, passing by the Yucatan peninsula before turning to the east in the central Gulf of Mexico on October 1."
8,"That day, a reconnaissance aircraft in the system reported gale-force winds and, as a result, it was upgraded to Tropical Storm How."
9,"The storm strengthened to just below hurricane force, making landfall near Punta Gorda, Florida with 70 mph(110 km/h) winds(115 km/h)."
10,"While it crossed the state, the center was not very organized, and consequently the strongest winds were in the south and southeastern portion of the storm; heavy rains, however, fell across its path."
11,"Tropical Storm How emerged into the Atlantic Ocean near Vero Beach, quickly intensifying to hurricane strength by October 3."
12,"Turning northeastward, Hurricane How reached peak winds of 100 mph(160 km/h) on October 4 as it passed near the Outer Banks of North Carolina."
13,"Subsequently, the hurricane embarked on a slow weakening trend, as it briefly posed a threat to New England."
14,It passed southeast of Cape Cod before turning more to the east-northeast.
15,"It became an extratropical storm on October 7, and the next day the remnants of How dissipated in the far northern Atlantic."
16,"-Impact and records-
As the storm was not very well-organized when it crossed Florida, the strongest winds were not near the center, and instead were confined to squalls in the Florida Keys and the southeast coast."
17,"Miami reported a gust of 60 mph(97 km/h), and West Palm Beach reported 55 mph(89 km/h) winds."
18,"Wind damage was minor, confined to a few broken windows and the sinking or damaging of some small craft."
19,"Nevertheless, heavy rainfall occurred along its path."
20,"The highest total was 15.7 inches(40 cm) near Bonita Springs, near where it moved ashore."
21,"Elsewhere, Fort Myers reported 10.43 inches(26.5 cm), while Clewiston along the western shore of Lake Okeechobee received about 10 inches(25 cm); the lake rose about 4 inches(10 cm) from the rainfall, but no overflow was expected."
22,"Elsewhere, the precipitation caused some significant street flooding, while about 7,000 acres(28 km2) of tomato and bean fields were deluged."
23,"Further north, the hurricane threatened to strike or move very close to the Outer Banks."
24,"Hurricane warnings were posted from Cape Hatteras to Manteo, and ships were advised to remain at port."
25,Hurricane How produced 50 mph(80 km/h) winds and high tides along the Outer Banks and southeastern Virginia.
26,"Some minor damage was reported, and two ships were washed ashore."
27,"In New England, the Weather Bureau issued storm warnings from Block Island, Rhode Island to Portland, Maine, with rains, fog, and heavy surf reported."
28,Several roads were closed in Massachusetts due to the tides.
29,"Offshore, a ship called Southern Isle was wrecked by the high surf."
30,"It had been sailing from Puerto Rico with a full load of iron ore and, as it approached the hurricane, the vessel changed directions and slowed."
31,"By October 5, winds were strong and the seas were moderately rough."
32,"Very quickly, the ship broke into two, which prevented any time to escape on lifeboats."
33,"By the day after the wreck, rescue boats and helicopters found seven people, one of whom later died from their injuries."
34,"Ultimately, 17 people died in the event."
35,"Overall, Hurricane How caused about $2 million(USD) in damage."
36,"It was the only storm to strike the United States during the year, and consequently, 1951 had the least tropical cyclone damage in the United States since the 1939 season."
