index,sentences
0,"The 1775 Newfoundland hurricane, also known as the Independence Hurricane, was a hurricane that struck the Thirteen Colonies and the Colony of Newfoundland in August and September, 1775, at the outset of the American War of Independence."
1,"It is believed to have killed at least 4,000 people, making it one of the deadliest Atlantic hurricanes of all time."
2,There is disagreement among historians and meteorologists whether the events were one storm or two distinct storms.
3,"-Impact-
--North Carolina and Virginia--
On August 27, 1775, a hurricane hit the Outer Banks of North Carolina."
4,"It turned northeastward and left the state on September 2, bringing heavy wind and rain to southeastern Virginia."
5,"A letter from New Bern, North Carolina, recounted, ""We had a violent hurricane...which has done a vast deal of damage here, at the Bar, and at Matamuskeet, near 150 lives being lost at the Bar, and 15 in one neighborhood at Matamuskeet."""
6,"The September 9, 1775, edition of The Virginia Gazette reported: ""The shocking accounts of damage done by the rains last week are numerous: Most of the mill-dams are broke, the corn laid almost level with the ground, and fodder destroyed; many ships and other vessels drove ashore and damaged, at Norfolk, Hampton, and York."
7,"In the heavy storm of wind and rain, which came on last Saturday, and continued most part of the night, the Mercury man of war as drove from her station abreast of the town of Norfolk, and stuck flat aground in shoal water."""
8,"At least 4,163 people were killed."
9,"--Newfoundland--
A storm struck the eastern coast of Newfoundland on September 9, 1775."
10,It is uncertain if this storm was the remnants of the hurricane that had crossed the Outer Banks over a week earlier.
11,"Newfoundland's fisheries ""received a very severe stroke from the violence of a storm of wind, which almost swept everything before it,"" Commodore Governor Robert Duff wrote shortly after it struck. """
12,"A considerable number of boats, with their crews, have been totally lost, several vessels wrecked on the shores,"" he said."
13,"Ocean levels rose to heights ""scarcely ever known before"" and caused great devastation, Duff reported."
14,"A total of 4,000 sailors, mostly from England and Ireland, were reported to have been drowned."
15,A localized storm surge is reported to have reached heights of between 20 and 30 feet.
16,"Losses from the hurricane include two armed schooners of the Royal Navy, which were on the Grand Banks of Newfoundland to enforce Britain's fishing rights."
17,"The hurricane is Atlantic Canada's first recorded hurricane and Canada's deadliest natural disaster(and by far the deadliest hurricane to ever hit territory of present-day Canada), as well as the eighth-deadliest Atlantic hurricane in history."
