,sentences
0,"In July 2021, several European countries were affected by severe floods."
1,"Some were catastrophic, causing deaths and widespread damage."
2,The floods started in the United Kingdom as flash floods causing some property damage and inconvenience.
3,"Later floods affected several river basins across Europe including Austria, Belgium, Croatia, Germany, Italy, Luxembourg, the Netherlands, and Switzerland."
4,"At least 243 people died in the floods, including 196 in Germany, 43 in Belgium, two in Romania, one in Italy and one in Austria."
5,"Belgian Minister of Home Affairs Annelies Verlinden described the events as ""one of the greatest natural disasters our country has ever known."""
6,"German minister-president Malu Dreyer of the Rhineland-Palatinate state called the floods ""devastating""."
7,"In addition to the confirmed fatalities, the flooding led to widespread power outages, forced evacuations and damage to infrastructure and agriculture in the affected areas."
8,The damage to infrastructure was especially severe in Belgium and Germany.
9,"The floods are estimated to have cost at least €2 billion(US$2.35 billion) in insured losses, with the total damage costs being much higher, amounted to be €46 billion(US$54 billion)."
10,"In the aftermath, scientists, activists and reporters all highlighted the connection to global trends in extreme weather, especially more frequent heavy rainfall caused by climate change."
11,"-Weather events-
Between 12 and 15 July 2021, heavy rain fell across the United Kingdom, western Germany, and neighbouring Netherlands, Belgium, and Luxembourg."
12,A storm complex moved east from France into Germany and stalled over the region for two days.
13,"Precipitation was intense in the East of Belgium, with 271.5 millimetres(10.69 in) of rain over 48 hours in Jalhay and 217 millimetres(8.5 in) over 48 hours in Spa."
14,"Heavy rainfall was also seen in the south of North Rhine-Westphalia and north of Rhineland-Palatinate in Germany where accumulations averaged 100 to 150 mm(3.9 to 5.9 in) in 24 hours, equivalent to more than a month's worth of rain."
15,"In Reifferscheid, 207 mm(8.1 in) fell within a nine-hour period while Cologne observed 154 mm(6.1 in) in 24 hours."
16,"Some of the affected regions may not have seen rainfall of this magnitude in the last 1,000 years."
17,"Floods started in Belgium, Germany, the Netherlands, and Switzerland on 14 July 2021 after record rainfall across western Europe caused multiple rivers to burst their banks."
18,"The European Flood Awareness System(EFAS) issued alerts of life-threatening floods in advance, which, although very vague, were delivered to national authorities."
19,"-Impact-
--Austria--
On 17 July, a flash flood swept through Hallein, a town close to the German border."
20,"Rescue workers in the states of Salzburg and Tyrol were placed on high alert for flooding, and Chancellor Sebastian Kurz tweeted ""heavy rains and storms are unfortunately causing severe damage in several places in Austria."""
21,A man died in Saalbach-Hinterglemm during the floods.
22,"--Belgium--
On 15 July, all residents of the city of Liège with a population of approximately 200,000 were urged to evacuate amidst fears that the Meuse river was on the verge of bursting its banks and that a dam bridge could collapse."
23,No vehicles were allowed into the city centre of Liège; traffic was only allowed to leave as part of the evacuation.
24,"By 16 July, several smaller municipalities in Limburg Province were also given the order to evacuate."
25,"In addition, due to the heavy flooding and because tens of home fuel tanks had broken loose and started leaking into rivers, a number of municipalities in Liège and Namur provinces were left without potable tap water."
26,"Around 41,000 households were left without electricity in Wallonia."
