,sentences
0,"Severe Tropical Cyclone Hola had significant effects across Vanuatu in March 2018, resulting in the deaths of three people."
1,"Forming as a broad tropical disturbance on 5 March, the system slowly consolidated over the next few days before developing into a tropical cyclone on 6 March."
2,"Afterwards, a pinhole eye began to emerge and rapid intensification ensued."
3,"Cyclone Hola caused extensive damage in Vanuatu, damaging or destroying 1,709 structures, ruining crops, and killing three people."
4,Impacts were most severe in Ambrym where half of the areas homes were damaged and people suffered from food shortages.
5,"Ambae, already dealing with the disruptive effects of a volcanic eruption, had major damage."
6,Several other provinces reported varying degrees of lesser impact.
7,"Fiji, New Caledonia, and New Zealand were also affected by the cyclone."
8,The former two experienced negligible effects while the latter saw heavy rain and strong winds.
9,"Effects in New Zealand were less than initially feared, and local media called it a ""lucky escape""."
10,"-Meteorological history-
In early March 2018, a trough of low pressure extended across Fiji, resulting in inclement weather across a broad area."
11,"A poorly organized low developed within this trough to the northwest of Fiji, later being classified as Tropical Disturbance 03F by the Fiji Meteorological Service(FMS)."
12,The system produced persistent convection as it moved generally west-northwest toward Vanuatu under the influence of a subtropical ridge to the south.
13,"By 5 March, winds up to gale-force winds developed around the circulation and the FMS classified it as a tropical depression."
14,"Around the same time, the United States-based Joint Typhoon Warning Center also classified the system as a tropical depression, assigning it the identifier 12P. The following day, convection became increasingly organized and consolidated around the cyclone's center with banding features forming around its periphery."
15,"Satellite scatterometer data showed an area of gale-force winds along the north-eastern side of the storm and with the aforementioned development, the JTWC classified the system as a tropical cyclone with its center located 210 km(130 mi) north-northeast of Port Vila, Vanuatu."
16,"Similarly, the FMS upgraded the depression to a Category 1 tropical cyclone and assigned it the name Hola."
17,"Overall environmental conditions favored further intensification, marked by ample outflow aloft, high sea surface temperatures of 30 °C(86 °F), and moderate wind shear that was mitigated by the storm's westward trajectory."
18,"Conditions soon became even more favorable as shear decreased, raising the likelihood of rapid intensification."
19,"Indeed Hola strengthened quickly as it approached north-eastern Vanuatu, with SSMIS imagery depicting a formative eye feature and winds reaching storm-force winds late on 6 March."
20,Hola crossed the islands of Ambrym and Pentecost on 6–7 March; interaction with the land masses of Vanuatu disrupted the storm's core temporarily.
21,"The system subsequently passed over the island of Malekula and moved into the Coral Sea during 7 March, where it rapidly consolidated and developed a 10 km(5 mi) pinhole eye."
22,The FMS subsequently reported that Gita had become a Category 4 Severe Tropical Cyclone and predicted that Hola would peak as a Category 5 Severe Tropical Cyclone.
23,"However, during the following day Hola's eye weakened and became cloud filled, as it stalled to the west of Vanuatu."
24,"As a result, the FMS reported that the system had peaked as a Category 4 Severe Tropical Cyclone with 10-minute sustained winds of 165 km/h(105 mph)."
25,"During 8 March, the JTWC also reported that Hola had peaked with 1-minute sustained winds of 185 km/h(115 mph), which made it equivalent to a Category 3 hurricane on the Saffir-Simpson Hurricane Wind Scale."
26,"-Preparations and impact-
During the nascent stages of the cyclone in early March, heavy rain alerts were issued for the entirety of Fiji with accumulations in excess of 100 mm(3.9 in) likely."
27,Rains from the trough and associated disturbance affected Fiji from 1–6 March.
28,Météo-France raised a pre-cyclone alert for the whole of New Caledonia on 7 March.
29,"A level 2 alert, the second highest, was issued for Lifou, Maré, and Ouvéa on 9 March, prompting the closure of businesses and schools."
30,Initial reports upon the passage of Hola indicated minimal damage across the territory.
31,"--Vanuatu--
During the cyclone's passage, the Vanuatu Meteorology and Geo-Hazard Department issued a ""red alert"" for Malampa, Penama, Sanma, and Shefa provinces."
32,Airports and schools were shuttered across the nation.
33,"Nationwide damage assessments revealed 1,467  homes damaged or destroyed, 83 community buildings damaged or destroyed, and 159 schools affected."
34,Crops suffered upwards of 70–90 percent damage in the affected regions.
35,"Malampa Province was hardest-hit, with Ambrym sustaining the most significant damage."
36,"An estimated 50 percent of homes on the island were damaged, of which about 80 percent were made with local materials."
37,The Nebul Health Centre sustained some damage.
38,Extensive damage to local crops created food shortages.
39,"Approximately 6 percent of the housing infrastructure across the province was damaged, and agriculture suffered extensive losses."
40,"Underwater drinking systems were compromised, leaving residents without access to clean water."
41,The MV Rosali wrecked off the coast of Malakula.
42,"Damage across Penama was largely confined to southern Pentecost Island, with multiple homes were damaged or destroyed."
43,"There, one person was killed and two others were injured."
44,The island's water supply was damaged and briefly unavailable before being restored by locals.
45,Facilities at the Pangi Health Centre had minor damage.
46,Crops sustained significant losses across Ambae Island.
47,"Coinciding with the eruption of the Manaro Voui volcano, heavy rainfall from Hola mixed with heavy ashfall to create acid rain and a 5 mm(0.20 in) accumulation of ash in southern parts of Ambae."
48,"In April, heavy rainfall from Cyclone Keni caused further damage on the island."
49,"Minor damage occurred in Shefa, Sanma, and Tafea provinces, with communications in the latter disrupted in Aneityum."
50,Two children drowned in a swollen river on Espiritu Santo.
51,"Following the storm's passage, the Vanuatu National Disaster Management Office conducted aerial damage assessments and coordinated with local agencies to begin relief efforts."
52,"An initial fund of 10 million vatu(US$90,000) was provided to conduct these surveys."
53,"Damage to infrastructure left many areas isolated, with parts of eastern Pentecost only accessible by bush trekking."
